OBJECTID_1,SRA,INCORP,HAZ_CODE,HAZ_CLASS,VH_REC,SHAPE_LENG,OBJECTID,FID_C19FHS,FHSZ_LYR,SHAPEAREA,SHAPELEN
625,LRA, ,3,Very High,,11216.3504835,,,LRA,1918409.9015241,13405.9640266366
626,LRA, ,3,Very High,,787.38778853,,,LRA,55339.257129485,941.179230465765
627,LRA, ,3,Very High,,2959.24544134,,,LRA,274392.96229598,3541.66643999323
628,LRA, ,3,Very High,,1176.88006238,,,LRA,79344.3604695,1405.6019818224
629,LRA, ,3,Very High,,3553.09837123,,,LRA,403456.845160465,4311.89077915352
630,LRA, ,3,Very High,,1369.45883541,,,LRA,41701.530490815,1662.75307452953
631,LRA, ,3,Very High,,920.6324143,,,LRA,35149.564472445,1117.74673208255
632,LRA, ,3,Very High,,3633.34923596,,,LRA,916411.818727005,4417.5678605678
633,LRA, ,3,Very High,,10057.4027494,,,LRA,2466569.51700059,12243.8097908355
634,LRA, ,3,Very High,,4222.46951125,,,LRA,596256.851374695,5147.07848426054
635,LRA, ,3,Very High,,11692.4203867,,,LRA,2591282.50131551,14256.8467486131
636,LRA, ,3,Very High,,765.79633508,,,LRA,40199.99830176,933.513759255399
637,LRA, ,3,Very High,,2763.7093877,,,LRA,429738.54181397,3371.82880273514
638,LRA, ,3,Very High,,1633.07309662,,,LRA,248019.10229179,1992.65563791325
639,LRA,Y,3,Very High,,4319.30317408,,,LRA,339298.10760286,5169.10790140973
640,LRA,Y,3,Very High,,9075.59422457,,,LRA,1177592.12498013,10858.5571069008
641,LRA,Y,3,Very High,,23403.8532734,,,LRA,10801515.4088813,27991.9511440784
642,LRA,Y,3,Very High,,54311.1380643,,,LRA,22679732.0127686,64949.2183585681
643,LRA,Y,3,Very High,,3656.32430567,,,LRA,485310.32355398,4373.16629285813
644,LRA,Y,3,Very High,,4260.22973041,,,LRA,685026.941006265,5214.47665000553
645,LRA,Y,3,Very High,,6601.83538125,,,LRA,928851.13967433,7901.85239211542
646,LRA,Y,3,Very High,,1094.05004244,,,LRA,33112.730605875,1310.6152128033
647,LRA,Y,3,Very High,,6087.19758877,,,LRA,1574985.94211087,7770.59838470146
648,LRA,Y,3,Very High,,3575.36515984,,,LRA,834450.00825613,4378.28296394086
649,LRA,Y,3,Very High,,4855.03217294,,,LRA,374261.212854365,5783.59614491302
650,LRA,Y,3,Very High,,48723.2514146,,,LRA,18727037.9406475,58059.5974815412
651,LRA,Y,3,Very High,,7077.17202208,,,LRA,499317.33732881,8429.77607679274
652,LRA,Y,3,Very High,,1982.54984407,,,LRA,298070.2055414,2364.16806189467
653,LRA,Y,3,Very High,,1626.53742836,,,LRA,64555.204938885,1938.41094265663
654,LRA,Y,3,Very High,,3438.4103476,,,LRA,377632.096941925,4099.19605797842
655,LRA,Y,3,Very High,,5055.48488789,,,LRA,1212427.60555453,6025.19437449311
656,LRA,Y,3,Very High,,14816.3921094,,,LRA,7849895.05991557,17692.1493138508
657,LRA,Y,3,Very High,,19299.2978587,,,LRA,3621191.48531125,23039.8881599689
658,LRA,Y,3,Very High,,2743.79096384,,,LRA,178813.901755975,3276.39293182472
659,LRA,Y,3,Very High,,24407.6630568,,,LRA,9008261.7295958,29172.0589688539
660,LRA,Y,3,Very High,,1943.89409962,,,LRA,158954.043176575,2323.59461160213
661,LRA,Y,3,Very High,,1629.71522172,,,LRA,59279.8467757,1949.3483655565
662,LRA,Y,3,Very High,,12143.8615672,,,LRA,3520294.68997999,14516.8286320653
663,LRA,Y,3,Very High,,942.37314339,,,LRA,47784.874475125,1126.68519006269
664,LRA,Y,3,Very High,,105479.453509,,,LRA,47636286.7850776,126070.807843034
665,LRA,Y,3,Very High,,2598.91100694,,,LRA,249871.33070137,3114.69004412021
666,LRA, ,3,Very High,,5170.52062445,,,LRA,905270.88234387,6274.90327559166
667,LRA,Y,3,Very High,,1136.60929155,,,LRA,97499.99290605,1393.50618710084
668,LRA,Y,3,Very High,,8444.98363517,,,LRA,3934222.68239988,10350.8353185931
669,LRA,Y,3,Very High,,1351.23522655,,,LRA,140987.855732875,1657.78823089683
670,LRA,Y,3,Very High,,2840.19790004,,,LRA,375334.27512063,3485.40956549354
671,LRA,Y,3,Very High,,17782.3467954,,,LRA,7211293.09141976,21271.133614016
672,LRA,Y,3,Very High,,1729.0627741,,,LRA,186945.46377958,2065.97783156265
673,LRA,Y,3,Very High,,1831.68340967,,,LRA,194991.905900105,2191.15712478272
674,LRA,Y,3,Very High,,1009.49874666,,,LRA,32469.75816592,1209.06167932584
675,LRA,Y,3,Very High,,5882.28146896,,,LRA,790050.252078835,7037.31037883884
676,LRA,Y,3,Very High,,1527.32826109,,,LRA,139060.236300005,1826.0679823669
677,LRA,Y,3,Very High,,820466.486386,,,LRA,627013966.473125,978856.369946264
678,LRA,Y,3,Very High,,19599.4044364,,,LRA,4555008.72049262,23451.1336778885
679,LRA,Y,3,Very High,,3512.65766878,,,LRA,602487.027565285,4300.77783136859
680,LRA,Y,3,Very High,,8156.97029911,,,LRA,1415993.21256606,9986.07023247471
681,LRA, ,3,Very High,,7397.83389652,,,LRA,1937899.19614415,9714.64366035033
682,LRA, ,3,Very High,,1385.98460054,,,LRA,114186.94353937,1820.04060340497
683,LRA, ,3,Very High,,1030.16409082,,,LRA,108162.17461044,1353.25148100456
684,LRA, ,3,Very High,,760.67409238,,,LRA,63148.782951165,999.200988599561
685,LRA, ,3,Very High,,1327.75330418,,,LRA,51255.44314289,1746.84323100719
686,LRA,Y,3,Very High,,1113.46750521,,,LRA,88086.560286695,1353.97929662861
687,LRA,Y,3,Very High,,2612.6324129,,,LRA,222385.944542515,3181.89775092557
688,LRA, ,3,Very High,,574.26743182,,,LRA,6276.18823217,695.969167274054
689,LRA, ,3,Very High,,1386.8600561,,,LRA,161661.636459315,1743.9903150277
690,LRA, ,3,Very High,,5873.06938788,,,LRA,1494490.22656662,7381.7246889095
691,LRA, ,3,Very High,,1631.75763376,,,LRA,173468.63373316,2050.51910395537
692,LRA, ,3,Very High,,3553.37872412,,,LRA,664975.830126785,4467.69394593448
693,LRA, ,3,Very High,,1703.9658109,,,LRA,171621.25859716,2138.31189605959
694,LRA, ,3,Very High,,2815.05777648,,,LRA,471801.07026376,3534.15623886883
695,LRA, ,3,Very High,,1407.14552515,,,LRA,67279.8977609,1770.18080289606
696,LRA, ,3,Very High,,679.90320094,,,LRA,35469.702443975,855.135296338931
697,LRA, ,3,Very High,,7185.28367147,,,LRA,1971257.35395813,9040.92471494225
698,LRA,Y,3,Very High,,3483.10633984,,,LRA,719343.06556354,4371.4046544562
699,LRA,Y,3,Very High,,25043.2589,,,LRA,8979799.01786819,31437.040334926
700,LRA,Y,3,Very High,,18734.6867203,,,LRA,16319167.9873968,23524.1815519174
701,LRA,Y,3,Very High,,4289.92936938,,,LRA,579559.299987125,5395.55471205769
702,LRA,Y,3,Very High,,86854.5076693,,,LRA,45027400.8104604,109195.234935156
703,LRA,Y,3,Very High,,2491.12880985,,,LRA,340703.121651745,3058.59827829984
704,LRA,Y,3,Very High,,2643.55720104,,,LRA,388942.478004765,3248.74399807624
705,LRA,Y,3,Very High,,2002.63723785,,,LRA,132849.822445135,2461.65150114638
706,LRA,Y,3,Very High,,58706.7855084,,,LRA,18435851.2541229,72152.1643993868
707,LRA,Y,3,Very High,,9677.23235359,,,LRA,1924853.00756841,11896.7706263946
708,LRA,Y,3,Very High,,5296.97933302,,,LRA,742446.12932899,6512.70286044346
709,LRA,Y,3,Very High,,9625.70860754,,,LRA,2226087.50110699,11835.6109784303
710,LRA,Y,3,Very High,,52847.6330272,,,LRA,13957400.6422886,64980.6687564228
711,LRA,Y,3,Very High,,2328.73300976,,,LRA,309207.302594405,2864.37146201358
712,LRA, ,3,Very High,,3780.3636184,,,LRA,273598.888831135,4770.44745791621
713,LRA, ,3,Very High,,2312.25616358,,,LRA,245922.13963058,2917.88720433512
714,LRA, ,3,Very High,,3869.28085503,,,LRA,342551.320249965,4883.11235655141
715,LRA, ,3,Very High,,2554.75590803,,,LRA,180216.676933915,3223.82416674294
716,LRA, ,3,Very High,,8545.18379177,,,LRA,1238245.46994876,10783.4285348334
717,LRA, ,3,Very High,,5118.84823303,,,LRA,1335044.22909922,6460.36748052233
718,LRA, ,3,Very High,,1282.06920103,,,LRA,144510.078645255,1618.19918038187
719,LRA, ,3,Very High,,2870.19132171,,,LRA,241201.418655425,3620.90327517974
720,LRA, ,3,Very High,,2457.55476024,,,LRA,222480.808670485,3099.69688120466
721,LRA, ,3,Very High,,1666.6031095,,,LRA,128657.20254451,2101.88665852516
722,LRA, ,3,Very High,,5854.19944883,,,LRA,770095.993254845,7385.17643514085
723,LRA,Y,3,Very High,,29562.1451027,,,LRA,19141623.3734688,37246.1710567985
724,LRA,Y,3,Very High,,3451.7668935,,,LRA,447264.796438635,4353.55879716943
725,LRA,Y,3,Very High,,25849.4198408,,,LRA,6823762.00712651,32594.2627846802
726,LRA,Y,3,Very High,,28443.1861144,,,LRA,11273826.8761157,35880.8354523286
727,LRA,Y,3,Very High,,4921.97132562,,,LRA,289483.621060605,6211.91015768068
728,LRA,Y,3,Very High,,23169.5033603,,,LRA,10537413.8813888,29249.2339029262
729,LRA, ,3,Very High,,570.00439872,,,LRA,26052.398130355,718.610646393979
730,LRA,Y,3,Very High,,4068.57559037,,,LRA,316234.315191565,5133.97705695134
731,LRA,Y,3,Very High,,11417.7849477,,,LRA,4714183.22512675,14407.8375358902
732,LRA,Y,3,Very High,,6230.92547372,,,LRA,639824.043542575,8198.2505935217
733,LRA, ,3,Very High,,4695.40597015,,,LRA,422457.199102625,5700.61312203166
734,LRA, ,3,Very High,,26609.6392809,,,LRA,14407882.5524143,32280.9898010077
735,LRA,Y,3,Very High,,3644.31198416,,,LRA,115898.97605048,4791.67111999318
736,LRA,Y,3,Very High,,5204.68016205,,,LRA,1223870.65939558,6851.16805726019
737,LRA,Y,3,Very High,,5175.6262822,,,LRA,435981.235892865,6807.67107353429
738,LRA, ,3,Very High,,3373.90962951,,,LRA,774015.104174475,4113.62909420182
739,LRA, ,3,Very High,,7486.22247297,,,LRA,916993.15324086,9142.83551609459
740,LRA,Y,3,Very High,,30480.8028812,,,LRA,17625282.8257646,36996.4641677009
741,LRA,Y,3,Very High,,11703.5711886,,,LRA,3701172.45616601,14208.7346568571
742,LRA,Y,3,Very High,,2214.64841657,,,LRA,122148.04327759,2693.17773656972
743,LRA,Y,3,Very High,,1549.76474036,,,LRA,45323.83060001,1886.40281134654
744,LRA,Y,3,Very High,,12657.3978767,,,LRA,4206596.31269899,15945.6866615893
745,LRA,Y,3,Very High,,10902.6746755,,,LRA,2838834.06110836,13846.7679618012
746,LRA,Y,3,Very High,,487.66346938,,,LRA,10180.521484525,618.957347459217
747,LRA,Y,3,Very High,,198.42666044,,,LRA,3525.794610195,251.854026813756
748,LRA, ,3,VERY HIGH,,2262.36290956,,,LRA,327371.65083437,2737.60342528153
749,LRA, ,3,VERY HIGH,,12240.8076749,,,LRA,3208872.89422026,14806.98049923
750,LRA, ,3,VERY HIGH,,904.7533138,,,LRA,41354.368256405,1094.64580096956
751,LRA, ,3,VERY HIGH,,1244.26541642,,,LRA,47666.228355045,1505.32022681531
752,LRA, ,3,VERY HIGH,,4092.40229658,,,LRA,901133.709071855,4954.20111454157
753,LRA, ,3,VERY HIGH,,1105.18408342,,,LRA,41827.03185175,1338.0074523054
754,LRA, ,3,VERY HIGH,,1483.07098936,,,LRA,40896.329375445,1793.88812627995
755,LRA,Y,3,Very High,,5935.91955686,,,LRA,2401956.06485594,7813.65350366302
756,LRA, ,3,Very High,,2771.79055161,,,LRA,330208.716467555,3704.2774428745
757,LRA, ,3,Very High,,1340.7277064,,,LRA,64915.127754435,1794.60091840261
758,LRA, ,3,Very High,,30377.5387768,,,LRA,4104051.63203109,40652.6867303843
759,LRA, ,3,Very High,,1262.35582625,,,LRA,155410.301873395,1694.65746634193
760,LRA, ,3,Very High,,1066.75714679,,,LRA,77590.160552825,1434.71248552661
761,LRA, ,3,Very High,,966.33656167,,,LRA,50018.438529525,1297.61869969101
762,LRA, ,3,Very High,,1937.87897665,,,LRA,131612.243167895,2602.24843803325
763,LRA, ,3,Very High,,859.85201456,,,LRA,53169.843361015,1157.09327408634
764,LRA, ,3,Very High,,1460.64665114,,,LRA,88059.52919454,1964.34621066675
765,LRA, ,3,Very High,,1252.9511497,,,LRA,154991.870758325,1684.90302003907
766,LRA, ,3,Very High,,668.18464809,,,LRA,49322.488389935,899.176190795571
767,LRA, ,3,Very High,,3627.79750072,,,LRA,310253.01764935,4880.89148587876
768,LRA, ,3,Very High,,699.12143977,,,LRA,42150.391012125,940.741254639195
769,LRA, ,3,Very High,,1546.37054218,,,LRA,76519.831384675,2079.68827770693
770,LRA, ,3,Very High,,1846.19221972,,,LRA,95419.92266804,2483.09878148987
771,LRA, ,3,Very High,,2096.97467477,,,LRA,183060.82341308,2801.14054288029
772,LRA, ,3,Very High,,1011.98480316,,,LRA,98107.321815785,1348.93771929232
773,LRA, ,3,Very High,,12827.4269351,,,LRA,2944828.59880216,17131.5383914996
774,LRA, ,3,Very High,,7611.20547571,,,LRA,2106104.06994516,10172.4577895423
775,LRA, ,3,Very High,,1252.17746134,,,LRA,46131.426074235,1673.13843632634
776,LRA, ,3,Very High,,4062.25598183,,,LRA,898893.942117385,5432.55285131582
777,LRA, ,3,Very High,,3420.85918898,,,LRA,332081.883412595,4587.27889469887
778,LRA, ,3,Very High,,4867.54289342,,,LRA,498107.470194985,6514.84081980594
779,LRA, ,3,Very High,,2630.47182943,,,LRA,495404.848649185,3459.83074502199
780,LRA, ,3,Very High,,9415.41537046,,,LRA,983231.05894286,12388.4639063613
781,LRA, ,3,Very High,,1107.55291015,,,LRA,107573.72817298,1457.10003201451
782,LRA, ,3,Very High,,14197.6107502,,,LRA,3277820.71408051,18674.3737934422
783,LRA, ,3,Very High,,3846.71992007,,,LRA,1242638.58829025,5064.65927770965
784,LRA, ,3,Very High,,9490.40003395,,,LRA,2626952.81894187,12503.7235308166
785,LRA, ,3,Very High,,5187.81267822,,,LRA,700667.02994364,6835.49157782715
786,LRA, ,3,Very High,,1025.18424737,,,LRA,68310.11970151,1351.50028765549
787,LRA, ,3,Very High,,1594.899926,,,LRA,216931.930444195,2101.05600365912
788,LRA, ,3,Very High,,7954.84935768,,,LRA,1979613.26004846,10495.3499747959
789,LRA, ,3,Very High,,1491.32913188,,,LRA,144964.1436953,1967.12202033513
790,LRA, ,3,Very High,,3126.36614104,,,LRA,542607.58408894,4144.06500462044
791,LRA, ,3,Very High,,1929.40760782,,,LRA,81452.352577725,2559.86914563668
792,LRA, ,3,Very High,,1201.36944514,,,LRA,153587.337250715,1593.87580356815
793,LRA, ,3,Very High,,2418.66275653,,,LRA,107840.49751668,3213.10478138155
794,LRA, ,3,Very High,,4735.13577171,,,LRA,1681972.86124513,6279.6623979055
795,LRA, ,3,Very High,,1292.13602583,,,LRA,41836.332712125,1718.82233356312
796,LRA, ,3,Very High,,1609.43704673,,,LRA,285376.476255675,2137.25685783416
797,LRA, ,3,Very High,,1704.10049265,,,LRA,319438.63818258,2264.62565958048
798,LRA, ,3,Very High,,1520.67546228,,,LRA,253925.24501462,2021.05837971265
799,LRA, ,3,Very High,,2319.42429436,,,LRA,540846.825885665,3080.01461533231
800,LRA,Y,3,Very High,,8499.08298214,,,LRA,4930970.41105979,11169.8948009537
801,LRA,Y,3,Very High,,8366.0907154,,,LRA,1951776.6227976,10997.6244655813
802,LRA,Y,3,Very High,,820.83901993,,,LRA,53675.82553798,1079.75431534049
803,LRA,Y,3,Very High,,1996.3980559,,,LRA,176276.787630985,2626.53680514654
804,LRA,Y,3,Very High,,1759.72985768,,,LRA,119318.869055425,2315.26572468962
805,LRA,Y,3,Very High,,1460.43874656,,,LRA,99745.52362333,1923.14083154806
806,LRA,Y,3,Very High,,4623.36341073,,,LRA,949845.272060535,6170.77324434606
807,LRA,Y,3,Very High,,3578.92795029,,,LRA,489559.580882205,4780.1425065316
808,LRA,Y,3,Very High,,6713.7276995,,,LRA,1202695.17517779,8983.79671065314
809,LRA,Y,3,Very High,,6295.03406853,,,LRA,1357425.52069324,8291.56592927026
810,LRA,Y,3,Very High,,1084.56875503,,,LRA,111685.861371875,1428.77273671042
811,LRA,Y,3,Very High,,57955.7781718,,,LRA,40970032.6200091,76325.6002719361
812,LRA,Y,3,Very High,,32209.5751139,,,LRA,13535116.8841227,42451.2824464317
813,LRA,Y,3,Very High,,8950.68918603,,,LRA,2267453.47813438,11798.1038301457
814,LRA,Y,3,Very High,,128037.748343,,,LRA,77678026.9518338,168850.791983806
815,LRA, ,3,Very High,,1585.86558708,,,LRA,278096.455116005,2109.42902537887
816,LRA, ,3,Very High,,2178.19600457,,,LRA,338140.128600285,2901.28122083376
817,LRA, ,3,Very High,,1615.43532593,,,LRA,288753.122582945,2150.1603034756
818,LRA, ,3,Very High,,845.37072178,,,LRA,49112.202346225,1128.11759623165
819,LRA, ,3,Very High,,799.32900847,,,LRA,46916.47739016,1065.40113668531
820,LRA, ,3,Very High,,12317.4357525,,,LRA,7499586.21038639,16441.8786030941
821,LRA, ,3,Very High,,1393.70070868,,,LRA,187663.998404755,1856.70246982434
822,LRA, ,3,Very High,,1511.98114181,,,LRA,252179.80421769,2015.66120988286
823,LRA, ,3,Very High,,1038.80777762,,,LRA,78345.49061354,1386.22971548232
824,LRA, ,3,Very High,,764.9958907,,,LRA,47632.82480005,1019.70238874299
825,LRA, ,3,VERY HIGH,,1496.29877902,,,LRA,70402.33055332,1815.28217674693
826,LRA, ,3,VERY HIGH,,1522.84919924,,,LRA,135776.562910045,1844.83409606688
827,LRA, ,3,VERY HIGH,,2760.20104463,,,LRA,261921.536055975,3342.77225331606
828,LRA, ,3,VERY HIGH,,3502.1615475,,,LRA,237507.17947321,4244.86712892806
829,LRA, ,3,VERY HIGH,,1149.34029026,,,LRA,86965.17358566,1393.58918114732
830,LRA, ,3,VERY HIGH,,2066.7111483,,,LRA,54297.917917705,2508.60119723604
831,LRA, ,3,VERY HIGH,,6565.06701831,,,LRA,916593.30992242,7961.814249954
832,LRA, ,3,VERY HIGH,,2122.55587421,,,LRA,187594.896376755,2573.15029343514
833,LRA, ,3,VERY HIGH,,1368.11312885,,,LRA,106034.08141696,1656.00760512267
834,LRA, ,3,VERY HIGH,,6253.92308074,,,LRA,799606.00254268,7570.64292343764
835,LRA, ,3,VERY HIGH,,6021.96694206,,,LRA,1208362.60309693,7291.37776202889
836,LRA, ,3,VERY HIGH,,1094.63058443,,,LRA,50073.70680694,1325.66124720973
837,LRA, ,3,VERY HIGH,,1658.30492462,,,LRA,98212.411207525,2007.76667873192
838,LRA, ,3,VERY HIGH,,8408.03748843,,,LRA,1314742.79619247,10184.0024261153
839,LRA, ,3,VERY HIGH,,1005.5970381,,,LRA,77920.593525075,1217.99679753743
840,LRA, ,3,VERY HIGH,,2111.53603742,,,LRA,212337.732994595,2557.38408141735
841,LRA, ,3,VERY HIGH,,2730.27067011,,,LRA,114909.282026775,3308.28372242788
842,LRA, ,3,VERY HIGH,,773.46361233,,,LRA,53042.04197055,937.445198195006
843,LRA, ,3,VERY HIGH,,795.81675395,,,LRA,46298.84162216,964.320938543051
844,LRA, ,3,VERY HIGH,,3233.98581943,,,LRA,134922.722590475,3919.38735765424
845,LRA, ,3,VERY HIGH,,3393.51010203,,,LRA,592073.5353328,4113.8800867478
846,LRA, ,3,VERY HIGH,,2473.50951014,,,LRA,170412.64430497,3000.01604148287
847,LRA, ,3,VERY HIGH,,3427.03854455,,,LRA,102567.433692985,4151.12800155369
848,LRA, ,3,Very High,,1414.76341918,,,LRA,66828.844996,1899.87275026486
849,LRA, ,3,Very High,,2274.1257384,,,LRA,259473.192001545,3064.84588157195
850,LRA,Y,3,Very High,,24879.205513,,,LRA,7839890.14111002,33121.8445083303
851,LRA,Y,3,Very High,,24604.8221429,,,LRA,6695677.18553253,32767.6669674482
852,LRA,Y,3,Very High,,10614.0025043,,,LRA,5118635.78088277,14151.9305096048
853,LRA,Y,3,Very High,,18562.2115927,,,LRA,6107279.74398419,24776.0947083406
854,LRA,Y,3,Very High,,2797.70095155,,,LRA,673824.371214455,3743.68665817351
855,LRA,Y,3,Very High,,8558.02923176,,,LRA,1857932.48247198,11462.7237152598
856,LRA,Y,3,Very High,,8663.66837625,,,LRA,2384999.14847321,11616.371952642
857,LRA,Y,3,Very High,,6001.51862151,,,LRA,701761.91667832,8048.6628729786
858,LRA,Y,3,Very High,,13765.6680065,,,LRA,5174988.42171027,17585.3937155974
859,LRA,Y,3,Very High,,3642.40189736,,,LRA,858645.05578495,4654.08996296645
860,LRA,Y,3,Very High,,9502.37308646,,,LRA,3612570.5263801,12146.6669264803
861,LRA,Y,3,Very High,,9273.70786346,,,LRA,1285688.28083203,11856.3171552076
862,LRA,Y,3,Very High,,2366.19267555,,,LRA,381813.23821493,3037.09626565801
863,LRA,Y,3,Very High,,2136.13373989,,,LRA,119822.884779205,2743.98057857991
864,LRA,Y,3,Very High,,48567.4002294,,,LRA,74206882.9386032,63217.8880753333
865,LRA,Y,3,VERY HIGH,,8252.37376241,,,LRA,1831852.74259333,9993.32449691263
866,LRA,Y,3,VERY HIGH,,1731.02201708,,,LRA,99381.01675795,2097.88890399692
867,LRA,Y,3,VERY HIGH,,4196.51360944,,,LRA,425149.949043885,5082.83736714187
868,LRA,Y,3,VERY HIGH,,3562.52616445,,,LRA,257663.37021558,4313.66389271138
869,LRA,Y,3,VERY HIGH,,2128.83757131,,,LRA,124969.60068714,2579.76930938701
870,LRA,Y,3,VERY HIGH,,50309.9347808,,,LRA,13547389.5500099,60959.4290932267
871,LRA,Y,3,Very High,,3590.35039153,,,LRA,247177.809685165,4678.07058006567
872,LRA,Y,3,Very High,,3201.3093281,,,LRA,559363.55988582,4171.43918310715
873,LRA,Y,3,Very High,,10099.2957992,,,LRA,3657914.05392403,13239.3608111485
874,LRA, ,3,Very High,,3470.8037824,,,LRA,446313.230754625,4406.52302424886
875,LRA, ,3,Very High,,5265.24709663,,,LRA,1116026.88085864,6684.52062672769
876,LRA,Y,3,Very High,,14976.1321948,,,LRA,7277316.95211552,19015.9530251484
877,LRA, ,3,VERY HIGH,,1002.95635496,,,LRA,45097.969008335,1215.06567731361
878,LRA, ,3,VERY HIGH,,15892.6532061,,,LRA,4144246.78675718,19233.5761853041
879,LRA, ,3,VERY HIGH,,12413.2243366,,,LRA,3295544.07696277,15026.2279842546
880,LRA, ,3,VERY HIGH,,1290.0756491,,,LRA,161650.27561696,1561.89638274535
881,LRA, ,3,VERY HIGH,,12185.8853351,,,LRA,2503300.17512986,14747.0066666449
882,LRA, ,3,VERY HIGH,,970.2694277,,,LRA,63454.233671915,1176.43132480979
883,LRA, ,3,VERY HIGH,,1953.54001531,,,LRA,180025.505452515,2366.84335638984
884,LRA,Y,3,Very High,,45177.6040905,,,LRA,23464778.7026212,57954.3353062471
885,LRA,Y,3,Very High,,71002.6133574,,,LRA,36259204.3318714,91342.8935669673
886,LRA, ,3,Very High,,4636.66335895,,,LRA,712365.72670582,5884.63909605876
887,LRA, ,3,Very High,,745.3971772,,,LRA,33455.0970688,946.039314173784
888,LRA, ,3,Very High,,8445.24638807,,,LRA,2155721.92850837,10722.9643571468
889,LRA,Y,3,Very High,,1724.53193917,,,LRA,205558.36347289,2184.43532173268
890,LRA,Y,3,Very High,,1342.89812235,,,LRA,47522.09205042,1701.20255517441
891,LRA,Y,3,VERY HIGH,,2472.99766027,,,LRA,249699.267496985,2997.03110430107
892,LRA, ,3,Very High,,2746.11891736,,,LRA,242578.229046725,3484.56646864615
893,LRA, ,3,Very High,,726.02591143,,,LRA,34594.96134072,920.872147905392
894,LRA, ,3,Very High,,1780.3866762,,,LRA,161510.88703765,2255.43566187442
895,LRA, ,3,Very High,,27444.8516583,,,LRA,5537506.34319644,34770.9581115088
896,LRA, ,3,Very High,,19269.5725208,,,LRA,3613794.51874282,24422.9219773448
897,LRA, ,3,Very High,,7919.64987292,,,LRA,3825821.89323326,10045.9321105555
898,LRA, ,3,Very High,,4514.90532273,,,LRA,1277767.43664386,5730.46426433888
899,LRA,Y,3,VERY HIGH,,365417.44097,,,LRA,261764627.623935,442473.279279139
900,LRA,Y,3,VERY HIGH,,799.54753112,,,LRA,38308.211478365,969.487197636107
901,LRA,Y,3,VERY HIGH,,1748.12826941,,,LRA,248684.00557493,2119.58842463046
902,LRA,Y,3,VERY HIGH,,7468.03871029,,,LRA,1125756.55080379,9060.53519299353
903,LRA,Y,3,Very High,,3360.65322336,,,LRA,205858.989911425,4271.70530006376
904,LRA,Y,3,Very High,,4235.01768476,,,LRA,1150127.5004041,5383.7733858172
905,LRA,Y,3,Very High,,1283.9375743,,,LRA,154564.79503009,1632.41413067588
906,LRA,Y,3,Very High,,4559.38515244,,,LRA,1008775.95426121,5797.57930585652
907,LRA, ,3,Very High,,3878.23638223,,,LRA,885108.986036635,4921.04157170827
908,LRA, ,3,VERY HIGH,,2023.08647469,,,LRA,94374.39380902,2452.84676244276
909,LRA, ,3,VERY HIGH,,1938.14167925,,,LRA,88008.63846206,2349.772871358
910,LRA, ,3,VERY HIGH,,1151.06314495,,,LRA,92310.939399415,1394.7491048578
911,LRA, ,3,VERY HIGH,,4127.52135112,,,LRA,1344252.84704718,5004.61009422189
912,LRA, ,3,VERY HIGH,,975.72316038,,,LRA,34772.748450675,1183.47003365031
913,LRA, ,3,VERY HIGH,,1218.63853998,,,LRA,91135.396494605,1478.15353378618
914,LRA, ,3,VERY HIGH,,973.82376278,,,LRA,41340.92253182,1182.0555143296
915,LRA, ,3,VERY HIGH,,1572.28226311,,,LRA,46697.32092952,1906.82633106819
916,LRA, ,3,VERY HIGH,,1002.75735373,,,LRA,47780.079714775,1216.95829023088
917,LRA, ,3,VERY HIGH,,20077.6864723,,,LRA,3053319.13453617,24357.4550129685
918,LRA, ,3,VERY HIGH,,5893.92655394,,,LRA,661416.041418075,7141.79643278656
919,LRA, ,3,VERY HIGH,,30064.8839504,,,LRA,1365136.10957064,36442.8020634265
920,LRA, ,3,VERY HIGH,,4636.58121405,,,LRA,480382.53455071,5622.20616742496
921,LRA, ,3,VERY HIGH,,3252.32732459,,,LRA,279194.48557819,3943.37778675575
922,LRA, ,3,VERY HIGH,,4786.98172574,,,LRA,477998.625862905,5806.49616417494
923,LRA, ,3,VERY HIGH,,919.30771962,,,LRA,64202.87705731,1115.07748824949
924,LRA, ,3,VERY HIGH,,2132.71678605,,,LRA,109771.46210197,2586.99193792163
925,LRA, ,3,VERY HIGH,,1286.51938688,,,LRA,73755.458992,1560.90288126453
926,LRA, ,3,VERY HIGH,,3523.28916498,,,LRA,410320.203898475,4278.84549803554
927,LRA, ,3,VERY HIGH,,3630.16315727,,,LRA,192966.007350065,4409.90715135366
928,LRA, ,3,VERY HIGH,,2983.00929983,,,LRA,372187.64436411,3621.63025064553
929,LRA, ,3,VERY HIGH,,1983.08069878,,,LRA,203077.909638155,2408.15981675993
930,LRA, ,3,VERY HIGH,,2602.25336286,,,LRA,312024.99465049,3160.20444127901
931,LRA,Y,3,VERY HIGH,,33939.3533622,,,LRA,25420474.6678899,41061.7899258693
932,LRA,Y,3,Very High,,21145.3729132,,,LRA,5202407.22166395,26855.7939996458
933,LRA,Y,3,VERY HIGH,,3172.10780196,,,LRA,387522.90083754,3841.7108747436
934,LRA,Y,3,VERY HIGH,,1994.99087341,,,LRA,158963.287218895,2415.59393628446
935,LRA,Y,3,Very High,,11661.0868232,,,LRA,5136012.9833097,14802.9658104024
936,LRA,Y,3,Very High,,2004.47355151,,,LRA,129687.97497827,2545.12332580239
