OBJECTID_1,SRA,INCORP,HAZ_CODE,HAZ_CLASS,VH_REC,SHAPE_LENG,OBJECTID,FID_C19FHS,FHSZ_LYR,SHAPEAREA,SHAPELEN
307,LRA, ,3,Very High,,1766.41703032,,,LRA,192475.91432358,2315.90711002572
308,LRA,Y,3,Very High,,2288.43198933,,,LRA,268671.69475506,2981.13173041439
309,LRA,Y,3,Very High,,2364.86119415,,,LRA,302619.79605,3079.4013301367
310,LRA,Y,3,Very High,,620.14088195,,,LRA,36155.870387565,808.276105940301
311,LRA,Y,3,Very High,,12548.3815919,,,LRA,13909510.6336157,16350.5646353224
312,LRA, ,3,Very High,,2239.42109696,,,LRA,310724.771058135,2704.56958205375
313,LRA, ,3,Very High,,796.36143614,,,LRA,57817.15534576,961.963876981577
314,LRA, ,3,Very High,,1727.51186553,,,LRA,57727.468134405,2087.8212041712
315,LRA, ,3,Very High,,1960.92770139,,,LRA,223404.547884955,2367.32826773684
316,LRA, ,3,Very High,,2369.26082951,,,LRA,82760.819088145,2859.67227184615
317,LRA, ,3,Very High,,3419.75214179,,,LRA,358212.72138872,4120.46862933986
318,LRA, ,3,Very High,,1991.51707192,,,LRA,197610.983991005,2405.59392218225
319,LRA, ,3,Very High,,1322.74724367,,,LRA,32067.50149057,1598.38773732334
320,LRA, ,3,Very High,,3469.32988919,,,LRA,154826.758705475,4187.70973511328
321,LRA, ,3,Very High,,4729.81670912,,,LRA,362651.72706167,5713.12465155237
322,LRA, ,3,Very High,,2896.37499101,,,LRA,361309.09977184,3483.52703138156
323,LRA, ,3,Very High,,12862.199273,,,LRA,5255113.45957456,15473.7601214784
324,LRA, ,3,Very High,,4876.4033905,,,LRA,474645.404164625,5880.04817222288
325,LRA, ,3,Very High,,4848.21201612,,,LRA,1318031.27916541,5845.34076622024
326,LRA, ,3,Very High,,690.72902225,,,LRA,32900.094535295,832.251760786843
327,LRA, ,3,Very High,,26599.6984906,,,LRA,10613176.9578914,32084.6056782645
328,LRA, ,3,Very High,,3354.56645225,,,LRA,495696.099717365,4046.38819047903
329,LRA, ,3,Very High,,693.54493382,,,LRA,36530.694407825,837.43717872744
330,LRA, ,3,Very High,,3714.73591723,,,LRA,560746.25439881,4483.83200539843
331,LRA, ,3,Very High,,6579.46420104,,,LRA,1948462.0602358,7911.34562019628
332,LRA, ,3,Very High,,3007.3552455,,,LRA,260128.682530715,3616.67428029969
333,LRA, ,3,Very High,,2471.6874483,,,LRA,297118.6430655,2973.99432625329
334,LRA, ,3,Very High,,23956.0921229,,,LRA,8329632.64074583,28815.194993618
335,LRA, ,3,Very High,,1233.74965922,,,LRA,105355.487261315,1483.24785718153
336,LRA, ,3,Very High,,9154.8781132,,,LRA,1804283.61425622,11009.6472897442
337,LRA, ,3,Very High,,1308.97650186,,,LRA,50639.33790404,1574.8755124484
338,LRA, ,3,Very High,,1014.36993531,,,LRA,48774.37391553,1220.44212768985
339,LRA, ,3,Very High,,3056.92031142,,,LRA,94753.592505635,3676.16859288953
340,LRA, ,3,Very High,,6831.92422374,,,LRA,1047040.53285872,8219.59978020597
341,LRA, ,3,Very High,,2417.95415755,,,LRA,462761.296883385,2907.88731706981
342,LRA, ,3,Very High,,2896.08151643,,,LRA,465236.84940407,3486.96451819109
343,LRA, ,3,Very High,,1058.23016134,,,LRA,78561.272223915,1273.47929088459
344,LRA, ,3,Very High,,1074.37092584,,,LRA,46613.68663134,1291.72340048362
345,LRA, ,3,Very High,,2707.05387871,,,LRA,226159.434567325,3254.24142956356
346,LRA, ,3,Very High,,1502.70289948,,,LRA,114102.629968805,1810.083761889
347,LRA, ,3,Very High,,1440.09383851,,,LRA,98958.53139535,1732.48985918234
348,LRA, ,3,Very High,,1511.02628915,,,LRA,97276.245470835,1818.71379358709
349,LRA, ,3,Very High,,1969.48261982,,,LRA,34964.932379425,2368.86736090371
350,LRA, ,3,Very High,,16611.2476805,,,LRA,2904167.37856666,19989.871858838
351,LRA, ,3,Very High,,24885.5097534,,,LRA,7394257.16126779,30050.9590704501
352,LRA, ,3,Very High,,7844.47234797,,,LRA,2057355.5256059,9446.9176569272
353,LRA,Y,3,Very High,,1264.78831039,,,LRA,123066.66475031,1517.20699916901
354,LRA,Y,3,Very High,,5014.68437549,,,LRA,569446.401945705,6018.40254446037
355,LRA,Y,3,Very High,,39305.8492187,,,LRA,13934005.9419573,47195.4499122175
356,LRA,Y,3,Very High,,588.59878306,,,LRA,31060.647387895,706.99827566485
357,LRA,Y,3,Very High,,11622.5278539,,,LRA,1530352.06564281,13964.5460401263
358,LRA,Y,3,Very High,,9709.17480093,,,LRA,2562977.37998935,11665.7816765488
359,LRA,Y,3,Very High,,5955.30692122,,,LRA,928610.979852145,7150.77222348124
360,LRA,Y,3,Very High,,42540.9667079,,,LRA,17983149.0632146,51132.2553803627
361,LRA,Y,3,Very High,,6292.1222577,,,LRA,1212858.7813087,7573.8753645272
362,LRA,Y,3,Very High,,4625.49823225,,,LRA,1219571.71161321,5561.40496472696
363,LRA,Y,3,Very High,,11980.3736833,,,LRA,6696311.77672472,14421.1198618846
364,LRA,Y,3,Very High,,4015.79039326,,,LRA,1164834.7583905,4827.58059305017
365,LRA,Y,3,Very High,,6936.77160467,,,LRA,2640556.59397339,8345.21807418967
366,LRA,Y,3,Very High,,10603.7998425,,,LRA,2632465.90646678,12752.8689731589
367,LRA,Y,3,Very High,,1525.24089744,,,LRA,210425.919157395,1835.21144996806
368,LRA,Y,3,Very High,,4393.03245644,,,LRA,782452.46387683,5285.19561130974
369,LRA,Y,3,Very High,,1605.60891924,,,LRA,233202.678351465,1931.64792998379
370,LRA,Y,3,Very High,,2682.7578981,,,LRA,282252.981142995,3229.71497428806
371,LRA,Y,3,Very High,,1368.93451561,,,LRA,52682.185570475,1647.59969993575
372,LRA,Y,3,Very High,,1605.97668011,,,LRA,233327.47416353,1932.17813308793
373,LRA,Y,3,Very High,,4038.17846651,,,LRA,1178723.57248004,4861.41115733413
374,LRA,Y,3,Very High,,2979.79416768,,,LRA,486524.24450033,3586.47967425327
375,LRA,Y,3,Very High,,1366.75777779,,,LRA,33867.684128235,1645.72598687123
376,LRA,Y,3,Very High,,2753.26348981,,,LRA,47345.9448826,3317.29913186863
377,LRA, ,3,Very High,,2461.50469578,,,LRA,394489.651547105,2968.3940556669
378,LRA, ,3,Very High,,3127.73905049,,,LRA,487904.54575459,3748.77269561943
379,LRA, ,3,Very High,,17437.6135218,,,LRA,3126520.91225368,20924.1850312678
380,LRA, ,3,Very High,,1289.34277094,,,LRA,155321.636902325,1547.3214578634
381,LRA, ,3,Very High,,1415.48840538,,,LRA,179916.09505527,1699.09407188274
382,LRA, ,3,Very High,,1640.69857971,,,LRA,241203.89430695,1970.23375524021
383,LRA, ,3,Very High,,1623.35090612,,,LRA,237208.078381545,1949.10258957451
384,LRA, ,3,Very High,,6037.53458081,,,LRA,407046.321501665,7255.2978014392
385,LRA, ,3,Very High,,5498.33422152,,,LRA,1312456.17960842,6608.59434253715
386,LRA, ,3,Very High,,1309.02626497,,,LRA,147227.78868882,1574.90299805934
387,LRA, ,3,Very High,,5734.56429032,,,LRA,614094.57925579,6895.95734628366
388,LRA, ,3,Very High,,1516.12933584,,,LRA,207656.1956934,1823.01599461701
389,LRA, ,3,Very High,,1331.84518197,,,LRA,157400.856250005,1602.09230215574
390,LRA, ,3,Very High,,911.56445482,,,LRA,73110.615714815,1096.6119731229
391,LRA,Y,3,Very High,,10705.9855085,,,LRA,2595943.68080556,12889.4990153765
392,LRA,Y,3,Very High,,11743.5011856,,,LRA,6014368.63006768,14136.8827562736
393,LRA,Y,3,Very High,,2426.36998954,,,LRA,473938.678352915,2917.76008997455
394,LRA,Y,3,Very High,,2991.59384444,,,LRA,232729.108485005,3602.33251451749
395,LRA,Y,3,Very High,,6272.57240221,,,LRA,1568735.58506028,7559.44698053704
396,LRA,Y,3,Very High,,3528.28283007,,,LRA,350621.68950613,4255.28960395307
397,LRA,Y,3,Very High,,2229.8748494,,,LRA,306529.944653155,2691.65023424037
398,LRA,Y,3,Very High,,29402.5867291,,,LRA,12288172.7453927,35478.863193275
399,LRA,Y,3,Very High,,1872.27688182,,,LRA,120653.515379935,2262.1908119147
400,LRA,Y,3,Very High,,1959.90244534,,,LRA,209718.439434395,2368.46442732444
401,LRA,Y,3,Very High,,1184.70067104,,,LRA,68552.124469595,1429.57411696294
402,LRA,Y,3,Very High,,1570.35087218,,,LRA,77852.826822375,1893.91406341026
403,LRA,Y,3,Very High,,54712.0521076,,,LRA,17849612.9400593,66026.7112587678
404,LRA,Y,3,Very High,,10091.5693717,,,LRA,1399511.9413143,12151.8036679617
405,LRA,Y,3,Very High,,39683.6093083,,,LRA,40772591.0302623,47768.1195883444
406,LRA,Y,3,Very High,,7205.81937102,,,LRA,966897.80388361,8670.83529913674
407,LRA,Y,3,Very High,,1811.2482985,,,LRA,132884.50941631,2181.17732121507
408,LRA,Y,3,Very High,,10356.772748,,,LRA,1990885.26861311,12469.8823644275
409,LRA,Y,3,Very High,,933.14994954,,,LRA,41629.56398012,1123.38300321998
410,LRA,Y,3,Very High,,583.61049751,,,LRA,27694.378717395,703.375685869374
411,LRA,Y,3,Very High,,10283.4494064,,,LRA,4218158.00705345,12382.7066737323
412,LRA,Y,3,Very High,,1165.65873188,,,LRA,61786.436952475,1405.74909960492
413,LRA,Y,3,Very High,,1671.30932895,,,LRA,181969.656728475,2012.79672860294
414,LRA,Y,3,Very High,,1983.04355463,,,LRA,147161.707849885,2386.22708659185
415,LRA,Y,3,Very High,,1112.50972229,,,LRA,61709.221162245,1340.37751597187
416,LRA,Y,3,Very High,,1152.80386556,,,LRA,86106.30081253,1388.17662243153
417,LRA,Y,3,Very High,,5534.6426157,,,LRA,943486.75748839,6668.18670729789
418,LRA,Y,3,Very High,,10608.168551,,,LRA,3031258.57479127,12783.4867734467
419,LRA,Y,3,Very High,,2385.62958408,,,LRA,339938.56717337,2879.22448388413
420,LRA,Y,3,Very High,,1340.5114911,,,LRA,136894.27274654,1618.98662833904
421,LRA,Y,3,Very High,,30713.2834373,,,LRA,13440276.5079869,37045.1998442231
422,LRA,Y,3,Very High,,3055.88514352,,,LRA,203817.73743765,3685.66170408828
423,LRA,Y,3,Very High,,73359.0850971,,,LRA,42183436.2768597,88469.803669249
424,LRA,Y,3,Very High,,1235.82802342,,,LRA,80912.412792295,1492.21903321527
425,LRA,Y,3,Very High,,6778.00883867,,,LRA,1359131.60666746,8171.18051163475
426,LRA,Y,3,Very High,,4435.9286814,,,LRA,1115404.28051936,5352.56879111488
427,LRA,Y,3,Very High,,5857.94099273,,,LRA,839731.92947531,7070.42019652253
428,LRA,Y,3,Very High,,2530.61694601,,,LRA,108734.251784355,3053.16633477995
429,LRA,Y,3,Very High,,2249.33395893,,,LRA,238862.34235993,2715.90661760363
430,LRA,Y,3,Very High,,3039.11283755,,,LRA,460928.66272834,3670.91282270058
431,LRA,Y,3,Very High,,2213.44657325,,,LRA,318530.296678045,2672.14271998652
432,LRA,Y,3,Very High,,20293.7636787,,,LRA,7698780.47577395,24499.7749972363
433,LRA,Y,3,Very High,,1595.26114927,,,LRA,89017.94433977,1926.34798418002
434,LRA,Y,3,Very High,,1184.08186792,,,LRA,66024.423051105,1429.5018898917
435,LRA,Y,3,Very High,,14186.1660088,,,LRA,2753798.86805643,17092.0370882222
436,LRA,Y,3,Very High,,10627.5651129,,,LRA,4894340.63811378,12806.34460784
437,LRA,Y,3,Very High,,1371.3437512,,,LRA,106881.05348596,1653.32285569963
438,LRA,Y,3,Very High,,11014.8613181,,,LRA,1806780.16453579,13271.2779447818
439,LRA,Y,3,Very High,,22837.0476126,,,LRA,8859129.00878552,27516.3335425557
440,LRA,Y,3,Very High,,3552.2120334,,,LRA,189589.78267068,4284.82689885394
441,LRA,Y,3,Very High,,18962.0907231,,,LRA,4495376.31898399,22840.0682250246
442,LRA,Y,3,Very High,,2595.32426032,,,LRA,210639.532783765,3133.992746444
443,LRA,Y,3,Very High,,5078.40631398,,,LRA,1124914.3156769,6132.37138375011
444,LRA,Y,3,Very High,,1362.99350655,,,LRA,74455.9218447,1646.71354320428
445,LRA,Y,3,Very High,,12561.5794875,,,LRA,3430415.9790211,15165.7057138933
446,LRA,Y,3,Very High,,64860.9743938,,,LRA,38306241.356955,78304.5250537244
447,LRA,Y,3,Very High,,7782.62632845,,,LRA,1819685.35184497,9381.87280866461
448,LRA,Y,3,Very High,,6359.34936747,,,LRA,1688594.51028331,7659.2540484476
449,LRA,Y,3,Very High,,1166.75109194,,,LRA,62219.543954845,1407.33402168122
450,LRA,Y,3,Very High,,21340.7203503,,,LRA,7724405.96863192,25737.803296676
451,LRA,Y,3,Very High,,881.19946111,,,LRA,52824.360628615,1063.63723426939
452,LRA,Y,3,Very High,,47344.4325935,,,LRA,21783828.8175589,57053.5036793859
453,LRA,Y,3,Very High,,31987.0737297,,,LRA,11709345.0156873,38558.891063043
454,LRA,Y,3,Very High,,876.69010215,,,LRA,47643.20625853,1056.08905862912
455,LRA,Y,3,Very High,,4375.73548692,,,LRA,512542.85514529,5274.119149248
456,LRA,Y,3,Very High,,4267.89012343,,,LRA,586838.05180017,5149.05476653994
457,LRA,Y,3,Very High,,3485.8317186,,,LRA,569844.70130525,4207.4771151443
458,LRA,Y,3,Very High,,21470.6267249,,,LRA,18623661.9173632,25913.6839673518
459,LRA,Y,3,Very High,,7114.24696013,,,LRA,1250371.17044537,8598.49680452561
460,LRA,Y,3,Very High,,43938.1028057,,,LRA,15092279.4843619,53060.086510835
461,LRA,Y,3,Very High,,6408.15367512,,,LRA,3417672.35836168,7741.7979101922
462,LRA,Y,3,Very High,,7993.69994765,,,LRA,2668020.40464074,9645.10841222728
463,LRA,Y,3,Very High,,4000.74251667,,,LRA,885230.87826299,4827.42008613385
464,LRA,Y,3,Very High,,5130.84309511,,,LRA,874390.70698092,6189.33474541432
465,LRA,Y,3,Very High,,684.87991185,,,LRA,41187.610549555,826.888640396933
466,LRA,Y,3,Very High,,1580.87914283,,,LRA,166054.90562546,1908.14065201598
467,LRA,Y,3,Very High,,28380.082735,,,LRA,13126872.0614718,34259.6844103829
468,LRA,Y,3,Very High,,16144.8266197,,,LRA,5518398.60684334,19485.5573029145
469,LRA,Y,3,Very High,,2949.06681639,,,LRA,317793.617150635,3559.69628916432
470,LRA, ,3,Very High,,1424.3912007,,,LRA,112943.812377835,1701.68658758943
471,LRA, ,3,Very High,,1625.22222071,,,LRA,133801.32780462,1944.63090690807
472,LRA, ,3,Very High,,4478.36320309,,,LRA,745330.14349045,5345.00611674866
473,LRA, ,3,Very High,,1025.40540101,,,LRA,86791.33718913,1225.75300725613
474,LRA, ,3,Very High,,6157.94306732,,,LRA,888216.21742979,7347.84361412013
475,LRA,Y,3,Very High,,1318.23853455,,,LRA,96687.776240995,1592.95713644464
476,LRA,Y,3,Very High,,14190.5890079,,,LRA,6161349.51493726,17148.7388503612
477,LRA,Y,3,Very High,,37526.2014009,,,LRA,24005281.9442819,45322.3424740383
478,LRA,Y,3,Very High,,31269.7115148,,,LRA,19122530.3139789,37754.8024525156
479,LRA,Y,3,Very High,,2945.8588112,,,LRA,165076.03271797,3557.07655420759
480,LRA,Y,3,Very High,,2330.61611002,,,LRA,304324.66455401,2818.10205366435
481,LRA,Y,3,Very High,,19035.0073851,,,LRA,7181782.21238441,23032.3799067878
482,LRA,Y,3,Very High,,44813.9024196,,,LRA,22952720.2404645,54186.5903076806
483,LRA,Y,3,Very High,,16116.8261582,,,LRA,4373813.3479463,19501.6293521198
484,LRA,Y,3,Very High,,8218.07037648,,,LRA,1732450.09241065,9949.2933788805
485,LRA,Y,3,Very High,,26979.0508771,,,LRA,11323682.9642919,32645.0558033078
486,LRA,Y,3,Very High,,1538.73769203,,,LRA,149423.09877209,1859.23478745101
487,LRA,Y,3,Very High,,3608.11286516,,,LRA,754749.185000145,4360.33562928454
488,LRA,Y,3,Very High,,2903.39662614,,,LRA,312430.632841315,3512.06486878934
489,LRA,Y,3,Very High,,714.07885111,,,LRA,46267.202235005,863.382358113932
490,LRA,Y,3,Very High,,750.65726158,,,LRA,51285.717889525,907.591495766859
491,LRA,Y,3,Very High,,2615.65126714,,,LRA,195875.097293545,3161.91064142021
492,LRA,Y,3,Very High,,1009.55363212,,,LRA,36715.279315145,1219.03821616064
493,LRA,Y,3,Very High,,3696.25248251,,,LRA,311352.39367927,4468.8457477599
494,LRA,Y,3,Very High,,1764.37144806,,,LRA,154614.25405535,2133.11912845419
495,LRA,Y,3,Very High,,6878.61949722,,,LRA,1154739.38354027,8318.45331672397
496,LRA,Y,3,Very High,,4514.56114334,,,LRA,472050.84729719,5459.7632864039
497,LRA,Y,3,Very High,,7577.88129657,,,LRA,1384424.49765625,9163.88533176489
498,LRA,Y,3,Very High,,19190.9018311,,,LRA,3265418.04298957,23230.4341135161
499,LRA,Y,3,Very High,,54339.2474288,,,LRA,35581938.162237,65683.7270286016
500,LRA,Y,3,Very High,,66231.5168856,,,LRA,31182362.4269391,80116.8038140895
501,LRA,Y,3,Very High,,15842.5230018,,,LRA,2668303.6198372,19121.3256957302
502,LRA, ,3,Very High,,7346.71773044,,,LRA,2413091.18783025,9369.02027991367
503,LRA, ,3,Very High,,11739.6660379,,,LRA,8059575.72533343,14179.0671105031
504,LRA, ,3,Very High,,11259.4606444,,,LRA,5182384.93677353,13600.5176693582
505,LRA, ,3,Very High,,733.03027195,,,LRA,40500.974826615,887.024846800113
506,LRA, ,3,Very High,,664.20247036,,,LRA,38873.9448555,803.239840403374
507,LRA, ,3,Very High,,1231.99381039,,,LRA,62702.480213435,1488.56331294684
508,LRA, ,3,Very High,,1450.109888,,,LRA,139007.579599615,1755.17674040974
509,LRA, ,3,Very High,,6153.26843516,,,LRA,3489063.34729694,7444.61583562001
510,LRA, ,3,Very High,,11561.2938283,,,LRA,1492392.97018622,13980.7349575798
511,LRA, ,3,Very High,,3585.85449274,,,LRA,288179.64707208,4335.219058545
512,LRA, ,3,Very High,,8895.46205797,,,LRA,1794074.18301398,10764.0852031228
513,LRA, ,3,Very High,,1995.71183928,,,LRA,207677.87749781,2416.03210645738
514,LRA, ,3,Very High,,5577.52816712,,,LRA,1842251.71306576,6743.53698548547
515,LRA, ,3,Very High,,2799.360067,,,LRA,473700.02137907,3388.62044604725
516,LRA, ,3,Very High,,1579.76136172,,,LRA,228436.384432005,1911.97779873201
517,LRA, ,3,Very High,,1597.43340928,,,LRA,233197.288290515,1933.55266323973
518,LRA, ,3,Very High,,752.03296952,,,LRA,42464.236348965,909.27874462532
519,LRA, ,3,Very High,,1675.07407344,,,LRA,254888.577149245,2027.41847466527
520,LRA, ,3,Very High,,1604.13112042,,,LRA,235582.88183904,1941.72128728114
521,LRA, ,3,Very High,,682.28333273,,,LRA,34184.429907085,825.206985267991
522,LRA, ,3,Very High,,2157.395417,,,LRA,342162.775816845,2614.07905995345
523,LRA, ,3,Very High,,611.89149275,,,LRA,30950.93740779,741.345585768586
524,LRA, ,3,Very High,,1853.30298845,,,LRA,214552.33410537,2244.0127916983
525,LRA, ,3,Very High,,1412.73352279,,,LRA,75914.574140105,1710.31554981035
526,LRA, ,3,Very High,,4364.05226993,,,LRA,1321790.24881789,5283.57274622577
527,LRA, ,3,Very High,,3204.21636288,,,LRA,532422.415858405,3881.44965049542
528,LRA, ,3,Very High,,5356.84278799,,,LRA,527269.14873036,6494.19059293364
529,LRA, ,3,Very High,,1644.51403935,,,LRA,147389.89947505,1994.62084649919
530,LRA, ,3,Very High,,5006.38417608,,,LRA,1189058.2689802,6067.86928861781
531,LRA, ,3,Very High,,1120.42966642,,,LRA,104015.124424775,1358.18559256748
532,LRA, ,3,Very High,,7112.17779071,,,LRA,44764.677257845,8573.58770075262
533,LRA, ,3,Very High,,2234.41053826,,,LRA,198310.068951245,2697.23080256728
534,LRA, ,3,Very High,,1947.49102921,,,LRA,158355.81771962,2354.38665967827
535,LRA, ,3,Very High,,1425.42345026,,,LRA,86079.611495585,1721.96254121419
536,LRA, ,3,Very High,,1431.91206663,,,LRA,102013.170985555,1731.05749172304
537,LRA, ,3,Very High,,18579.8507922,,,LRA,6720678.80163414,22454.4134778862
538,LRA, ,3,Very High,,3049.69172682,,,LRA,738465.26022785,3688.01461984068
539,LRA, ,3,Very High,,2478.94915973,,,LRA,189250.39069108,2995.09876310216
540,LRA, ,3,Very High,,7528.09107238,,,LRA,2226936.90818874,9105.70591239769
541,LRA,Y,3,Very High,,8434.73112174,,,LRA,925038.163733835,10172.5114587578
542,LRA,Y,3,Very High,,9739.28557659,,,LRA,3802642.47008066,11791.1810150999
543,LRA,Y,3,Very High,,3578.19356167,,,LRA,361236.18134032,4323.92459855975
544,LRA,Y,3,Very High,,5059.26207425,,,LRA,1603930.18548555,6114.66544271271
545,LRA,Y,3,Very High,,18562.0446031,,,LRA,7894470.14383229,22428.5181847938
546,LRA,Y,3,Very High,,38726.9701894,,,LRA,10841623.6383482,46784.1769940654
547,LRA,Y,3,Very High,,2184.20308753,,,LRA,203001.649487115,2639.24128734679
548,LRA,Y,3,Very High,,1518.62953061,,,LRA,163746.30420443,1835.66226535431
549,LRA, ,3,Very High,,12449.7359475,,,LRA,2331936.0995502,14877.1555990928
550,LRA, ,3,Very High,,1736.37448084,,,LRA,207701.363126315,2074.34723122645
551,LRA, ,3,Very High,,2865.58628523,,,LRA,288173.60422694,3427.61662262091
552,LRA, ,3,Very High,,2161.1311522,,,LRA,373544.935626185,2582.811988716
553,LRA,Y,3,Very High,,4720.52582171,,,LRA,749540.185985815,5613.53203144639
554,LRA,Y,3,Very High,,945.84019026,,,LRA,75520.957280725,1125.30637785409
555,LRA,Y,3,Very High,,959.66657096,,,LRA,29267.33094386,1141.14229259266
556,LRA,Y,3,Very High,,5907.60272502,,,LRA,607001.694456885,7038.08880852233
557,LRA, ,3,Very High,,778.96664438,,,LRA,31514.54790539,934.247394797331
558,LRA, ,3,Very High,,1498.68888104,,,LRA,65478.63991298,1795.00331925938
559,LRA, ,3,Very High,,1181.36025761,,,LRA,42066.20787992,1414.58875602129
560,LRA, ,3,Very High,,2613.42543644,,,LRA,220657.28553394,3132.31363455787
561,LRA, ,3,Very High,,5868.25510118,,,LRA,520847.12906653,7041.64456631371
562,LRA, ,3,Very High,,4517.13382844,,,LRA,354666.55084305,5416.34665714687
563,LRA, ,3,Very High,,1329.77180595,,,LRA,42671.837947315,1593.95973902507
564,LRA, ,3,Very High,,1864.37217426,,,LRA,65328.45105748,2232.48516284267
565,LRA, ,3,Very High,,1518.56631715,,,LRA,50836.223790725,1821.70433287557
566,LRA, ,3,Very High,,4619.85672418,,,LRA,199455.68231936,5544.06698591038
567,LRA, ,3,Very High,,1487.31459512,,,LRA,37544.62019433,1786.68350128577
568,LRA, ,3,Very High,,890.69151567,,,LRA,31668.8674248,1070.22657011534
569,LRA, ,3,Very High,,19034.1257084,,,LRA,8888418.42780938,22867.9920679192
570,LRA, ,3,Very High,,157387.806425,,,LRA,111880269.840693,188654.195941244
571,LRA, ,3,Very High,,14679.9746858,,,LRA,1582178.91056892,17591.6498743628
572,LRA,Y,3,Very High,,1235.65484801,,,LRA,86303.670754435,1469.38809130761
573,LRA,Y,3,Very High,,35510.6774343,,,LRA,18708374.294956,42146.4661310566
574,LRA,Y,3,Very High,,57569.6012145,,,LRA,51103850.8556489,68363.6241877547
575,LRA,Y,3,Very High,,27376.1564466,,,LRA,9318562.9106346,32561.4552548226
576,LRA,Y,3,Very High,,799.07606205,,,LRA,58204.053054385,950.829690561118
577,LRA,Y,3,Very High,,5513.3627373,,,LRA,769981.161627405,6554.96200088064
578,LRA,Y,3,Very High,,48539.9978053,,,LRA,8366719.36624935,57748.7727467852
579,LRA,Y,3,Very High,,3509.80568714,,,LRA,742505.44836436,4177.60959739845
580,LRA,Y,3,Very High,,8430.63031676,,,LRA,2517637.52938316,10038.841146205
581,LRA,Y,3,Very High,,12070.1342335,,,LRA,3528533.10073255,14362.2510333337
582,LRA,Y,3,Very High,,28074.4827276,,,LRA,8780803.56777646,33428.5027533337
583,LRA,Y,3,Very High,,9160.47469168,,,LRA,2291089.40008085,10911.577492723
584,LRA,Y,3,Very High,,35047.8896793,,,LRA,11095813.54868,41764.6084906773
585,LRA,Y,3,Very High,,9961.60191626,,,LRA,1530665.48375671,11878.6132597123
586,LRA,Y,3,Very High,,1216.52888175,,,LRA,113312.161046315,1491.99074739679
587,LRA,Y,3,Very High,,8497.45482597,,,LRA,1199690.53396892,10289.7923510847
588,LRA,Y,3,Very High,,11837.249664,,,LRA,3020713.61535867,14331.5188266569
589,LRA,Y,3,Very High,,3095.8897466,,,LRA,199615.36027926,3747.71319591021
590,LRA,Y,3,Very High,,58630.1489094,,,LRA,38499703.3083285,70967.3112555627
591,LRA,Y,3,Very High,,2095.37509542,,,LRA,106259.529780505,2536.44371249471
592,LRA,Y,3,Very High,,41806.8675603,,,LRA,20637632.464377,50612.4226628578
593,LRA,Y,3,Very High,,2818.496107,,,LRA,59675.240713385,3410.42171495132
594,LRA,Y,3,Very High,,1188.93132557,,,LRA,68055.322987175,1440.10682189095
595,LRA,Y,3,Very High,,7191.12432363,,,LRA,2723499.74152874,8713.62691237481
596,LRA,Y,3,Very High,,8270.70588338,,,LRA,1322816.56148146,10026.9236009053
597,LRA,Y,3,Very High,,1655.66750231,,,LRA,171772.23725878,2009.26411233407
598,LRA, ,3,Very High,,4022.21756669,,,LRA,642119.067971075,4799.04554679762
599,LRA, ,3,Very High,,2208.92915951,,,LRA,114156.95648184,2629.0342740608
600,LRA, ,3,Very High,,1925.52231567,,,LRA,151434.82715328,2290.90305082474
601,LRA, ,3,Very High,,26822.9689068,,,LRA,4132801.57039369,31927.84390041
602,LRA, ,3,Very High,,3436.44774828,,,LRA,435762.247828995,4093.1274578221
603,LRA, ,3,Very High,,1282.83584198,,,LRA,67214.09168199,1529.27237207258
604,LRA, ,3,Very High,,1652.36499347,,,LRA,109527.87362255,1970.22803481607
605,LRA, ,3,Very High,,5743.68100877,,,LRA,783651.817930585,6848.40994124989
606,LRA, ,3,Very High,,2654.64579326,,,LRA,345191.590614205,3163.31838480613
607,LRA, ,3,Very High,,1224.15774809,,,LRA,123863.02795822,1462.37887266651
608,LRA,Y,3,Very High,,6851.54460151,,,LRA,1041456.23707416,8194.26131657872
609,LRA,Y,3,Very High,,1725.71810313,,,LRA,247354.66563187,2063.88293617634
610,LRA,Y,3,Very High,,1156.33688072,,,LRA,62597.900472915,1381.87123882909
611,LRA,Y,3,Very High,,611.84507223,,,LRA,30585.828104055,731.258404218459
612,LRA, ,3,Very High,,931.37231475,,,LRA,64762.40346054,1108.78597663592
613,LRA, ,3,Very High,,1285.86153823,,,LRA,101489.612870515,1530.78100391262
614,LRA, ,3,Very High,,10039.0570592,,,LRA,1235040.93652554,11966.2563468443
615,LRA, ,3,Very High,,1068.77123459,,,LRA,36627.32812586,1274.08625737991
616,LRA, ,3,Very High,,17518.7996548,,,LRA,6338022.809869,20874.3732070334
617,LRA, ,3,Very High,,3542.34468326,,,LRA,271634.95896264,4232.48102779218
618,LRA, ,3,Very High,,1098.25605637,,,LRA,68817.9640979,1314.7678970962
619,LRA, ,3,Very High,,1628.48958799,,,LRA,235969.12779461,1945.42781917326
620,LRA, ,3,Very High,,1468.57438483,,,LRA,88375.01682313,1754.90296186668
621,LRA, ,3,Very High,,974.88597145,,,LRA,41253.200813625,1164.96487380645
622,LRA, ,3,Very High,,6526.84273327,,,LRA,2284286.88279775,7800.08042068139
623,LRA, ,3,Very High,,1741.07957124,,,LRA,270541.762307685,2080.90522381551
624,LRA, ,3,Very High,,2281.63732941,,,LRA,349867.31737656,2726.81090270147
