OBJECTID,YEAR_,STATE,UNIT_ID,FIRE_NUM,FIRE_NAME,AGENCY,C_METHOD,CAUSE,INC_NUM,OBJECTIVE,COMMENTS,REPORT_AC,GIS_ACRES,ALARM_DATE,CONT_DATE
1,2007,CA,LAC,00233414,OCTOBER,CCO,8,14,00246393,1,,,25.73671341,2007/10/21 00:00:00+00,2007/10/23 00:00:00+00
2,2007,CA,LAC,00233077,MAGIC,CCO,8,14,00233077,1,,,2824.87719727,2007/10/22 00:00:00+00,2007/10/25 00:00:00+00
3,2007,CA,ANF,00000166,RANCH,USF,7,2,00000166,1,,54716,58410.3359375,2007/10/20 00:00:00+00,2007/11/15 00:00:00+00
4,2007,CA,LAC,00201384,EMMA,CCO,8,14,00201384,1,,,172.21495056,2007/09/11 00:00:00+00,2007/09/11 00:00:00+00
5,2007,CA,LAC,00259483,CORRAL,CCO,8,14,00259483,1,,,4707.99707031,2007/11/24 00:00:00+00,2007/11/27 00:00:00+00
6,2007,CA,LAC,00109398,GORMAN,CCO,8,14,00109398,1,,,2373.8449707,2007/05/19 00:00:00+00,2007/05/22 00:00:00+00
7,2007,CA,LAC,00148311,WEST,CCO,8,14,00148311,1,,,245.23396301,2007/07/07 00:00:00+00,2007/07/08 00:00:00+00
8,2007,CA,LAC,00177427,PEARBLOSSOM,CCO,8,14,00177427,1,,,81.03350067,2007/08/13 00:00:00+00,2007/08/14 00:00:00+00
9,2007,CA,LAC,00183643,SKYLINE,CCO,8,14,00183643,1,,,95.41855621,2007/08/21 00:00:00+00,2007/08/23 00:00:00+00
10,2007,CA,LAC,00231876,SESNON,CCO,8,14,00231876,1,,,30.3014183,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00
11,2007,CA,LAC,00233414,SOLEDAD,CCO,8,14,00233414,1,,,44.16777039,2007/10/22 00:00:00+00,2007/10/23 00:00:00+00
12,2007,CA,LAC,00233912,Y,CCO,,14,00233912,1,,,22.49172974,2007/10/23 00:00:00+00,1970/01/01 00:00:00+00
13,2007,CA,MVU,00000000,ANGEL 3,CDF,7,4,00009233,1, ,837,832.12652588,2007/09/15 00:00:00+00,2007/09/25 00:00:00+00
14,2007,CA,MVU,00000000,BANNER,CDF,7,14,00006310,1,,,95.15126038,2007/07/01 00:00:00+00,2007/07/03 00:00:00+00
15,2007,CA,HUU,00000000,CHAMBERS,CDF,2,7,00003235,1,,55,54.69635773,2007/07/27 00:00:00+00,2007/07/29 00:00:00+00
16,2007,CA,HUU,00000000,BROWN,CDF,2,2,00002877,1,,20,18.73177338,2007/07/08 00:00:00+00,2007/07/08 00:00:00+00
17,2007,CA,HUU,00000000,DRIFTWOOD,CDF,1,14,00004908,1,,70,52.9729538,2007/10/25 00:00:00+00,2007/11/05 00:00:00+00
18,2007,CA,HUU,00000000,CAPPEL,CDF,1,14,00004049,1,,20,12.89414597,2007/09/05 00:00:00+00,2007/09/11 00:00:00+00
19,2007,CA,KRN,00717959,MOUNTAIN,CCO,1,14,00717959,1,,840.56,840.55828857,2007/07/19 00:00:00+00,2007/07/19 00:00:00+00
20,2007,CA,KRN,00718055,WHITE,CCO,7,2,00018055,1,,12432.15,12432.16015625,2007/06/24 00:00:00+00,2007/06/29 00:00:00+00
21,2007,CA,KRN,0713610,WOFFORD,USF,2,9,00000000,1, ,567,567.456604,2007/05/09 00:00:00+00,2007/05/13 00:00:00+00
22,2007,CA,LAC,00080271,PEARBLOSSOM,CCO,8,14,00080271,1,,77,77.80277252,2007/04/12 00:00:00+00,2007/04/13 00:00:00+00
23,2007,CA,LAC,00102481,ISLAND,CCO,8,14,00102481,1,,4750,4722.96582031,2007/05/10 00:00:00+00,2007/05/17 00:00:00+00
24,2007,CA,LAC,00148415,CANYON,CCO,,14,00148415,1,,743,743.47991943,2007/07/07 00:00:00+00,1970/01/01 00:00:00+00
25,2007,CA,LAC,00193853,FAIRMONT,CCO,8,14,00193853,1,,211,211.62194824,2007/09/01 00:00:00+00,2007/09/08 00:00:00+00
26,2007,CA,FKU,00009400,AUBERRY,CDF,2,10,00009400,1,,150,150.93606567,2007/08/28 00:00:00+00,2007/09/03 00:00:00+00
27,2007,CA,FKU,00009688,GATOS,CDF,2,1,00009688,1,,100,83.05220032,2007/09/02 00:00:00+00,2007/09/05 00:00:00+00
28,2007,CA,MVU,00000000,CORONADO HILLS,LRA,3,14,00010492,1,,,58.7947464,2007/10/22 00:00:00+00,1970/01/01 00:00:00+00
29,2007,CA,LAC,00233523,MEADOW RIDGE,CCO,8,14,00233523,1,,,39.1084671,2007/10/23 00:00:00+00,2007/10/25 00:00:00+00
30,2007,CA,MMU,00000000,HIGHWAY 41/ RD 209 3,CDF,6,14,00005998,1,,,329.08093262,2007/05/20 00:00:00+00,1970/01/01 00:00:00+00
31,2007,CA,MVU,00000000,BORDER #34,BLM,6,14,00009128,1,,,109.22460938,2007/09/12 00:00:00+00,2007/09/16 00:00:00+00
32,2007,CA,MVU,00000000,78 #4,LRA,6,10,00006655,1,,70,99.97422028,2007/07/09 00:00:00+00,2007/07/10 00:00:00+00
33,2007,CA,MVU,00000000,BORDER #25,CDF,6,4,00006524,1,,50,136.20993042,2007/07/06 00:00:00+00,2007/07/07 00:00:00+00
34,2007,CA,MVU,00000000,VUELTA,CDF,6,14,00005764,1,,120,214.81335449,2007/06/16 00:00:00+00,2007/06/18 00:00:00+00
35,2007,CA,LMU,00000000,WILLOW,CDF,1,1,00003020,2,Timber,75,73.36000824,2007/07/06 00:00:00+00,2007/07/17 00:00:00+00
36,2007,CA,LMU,00000000,LOOKOUT,CDF,1,5,00004945,1,Grass and Brush Mix,64,64.5118103,2007/10/02 00:00:00+00,2007/10/03 00:00:00+00
37,2007,CA,LMU,00000000,PINE,CDF,1,5,00002692,1,Grass and Brush Mix,314,481.7800293,2007/06/23 00:00:00+00,2007/07/29 00:00:00+00
38,2007,CA,LMU,00000000,ISLAND,CDF,1,1,00002269,1,"Grass and sagebrush, outside of SRA.",518,517.56292725,2007/06/01 00:00:00+00,2007/06/04 00:00:00+00
39,2007,CA,LNU,00000000,HWY 128,CDF,6,14,00005933,1,,368,508.35110474,2007/08/14 00:00:00+00,2007/08/15 00:00:00+00
40,2007,CA,LNU,00000000,PEAK,CDF,5,2,00004843,1,,60,46.32199097,2007/07/11 00:00:00+00,2007/07/11 00:00:00+00
41,2007,CA,LNU,00000000,MOUNTAIN,CDF,7,14,00004247,1,,45,49.27823639,2007/06/24 00:00:00+00,2007/06/27 00:00:00+00
42,2007,CA,LNU,00000000,SPRUCE,CDF,5,11,00004982,1,,,129.01109314,2007/07/15 00:00:00+00,2007/07/15 00:00:00+00
43,2007,CA,LNU,00000000,BRAYE,CDF,6,14,00003042,1,,450,636.5302124,2007/05/18 00:00:00+00,2007/05/22 00:00:00+00
44,2007,CA,LNU,00000000,ROBINSON,CDF,1,7,00005400,1,Started on Robinson Rancheria,128,121.54821777,2007/07/28 00:00:00+00,2007/07/30 00:00:00+00
45,2007,CA,LNU,00000000,WEST,CDF,6,10,00005195,1,,40,36.99460983,2007/07/22 00:00:00+00,2007/07/22 00:00:00+00
46,2007,CA,LAC,00000002,GRIFFITH PARK,LRA,7,3,00000000,1,NPS from BARC imagery and air photo interp. Presumed accuracy 30m,,747.89837646,2007/05/08 00:00:00+00,1970/01/01 00:00:00+00
47,2007,CA,LAC,00000001,BARHAM,LRA,7,8,00000000,1,"NPS from BARC, air photo interp. Presumed accuracy 30m. Suppress by LA City?",,224.32763672,2007/03/30 00:00:00+00,2007/03/31 00:00:00+00
48,2007,CA,VNC,00000002,SMALL HIGHWAY,CCO,1,10,00000000,1,"NPS by ground GPS, presumed cause = automobile, suppressed by VTA Co?",,0.132266,2007/06/08 00:00:00+00,2007/06/08 00:00:00+00
49,2007,CA,VNC,00000003,RABBIT HILL,CCO,7,14,00000000,1,VTACO prob suppress. NPS map by recon & airpic interp. Cause unkn. Accuracy 15m,,16.84096336,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00
50,2007,CA,VNC,00000001,ROADSIDE,CCO,1,9,00000000,1,"VTACO prob suppress.  NPS map ground GPS, in threat zone, accuracy 10m",,0.32058397,2007/04/30 00:00:00+00,2007/04/30 00:00:00+00
51,2007,CA,VNC,00000239,DEER RIDGE,CCO,7,9,00000239,1,"By NPS LE (ground GPS?), presumed accuracy 30m. cause unkn, presumed human",0.3,0.30896154,2007/04/01 00:00:00+00,2007/04/01 00:00:00+00
52,2007,CA,LAC,00000313,TRIUNFO,CCO,8,9,00000313,1,"NPS from unkn source. Presumed accuracy 30m, cause unkn, presumed human",0.2,0.30898094,2007/05/09 00:00:00+00,2007/05/09 00:00:00+00
53,2007,CA,ORC,00000000,241 (HAYSTACK),CCO,,10,00000000,1, ,,0.23822019,2007/05/26 00:00:00+00,1970/01/01 00:00:00+00
54,2007,CA,ORC,00034237,PIONEER,CCO,,8,00000000,1, ,,0.33881804,2007/05/26 00:00:00+00,1970/01/01 00:00:00+00
55,2007,CA,ORC,00039619,FREEMONT/IRVINE LAKE,CCO,,16,00000000,1, ,,9.48876381,2007/06/22 00:00:00+00,1970/01/01 00:00:00+00
56,2007,CA,ORC,07040974,ANTONIO,CCO,,11,00000000,1, ,,0.87953585,2007/06/25 00:00:00+00,1970/01/01 00:00:00+00
57,2007,CA,ORC,00060896,FREEWAY INCIDENT,CCO,,8,00000000,1, ,,2.45462561,2007/09/18 00:00:00+00,1970/01/01 00:00:00+00
58,2007,CA,ORC,07045332,CROWN VALLEY,CCO,,8,00000000,1, ,,22.87266541,2007/07/13 00:00:00+00,1970/01/01 00:00:00+00
59,2007,CA,ORC,07048570,261 INCIDENT,CCO,,10,00000000,1, ,,89.76793671,2007/07/27 00:00:00+00,1970/01/01 00:00:00+00
60,2007,CA,RRU,00000000,ROCA,CDF,7,11,00091948,1,,256,270.02651978,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00
61,2007,CA,SBC,00006785,CEMETERY,CCO,7,8,00006785,1,Children playing with fire,490,501.57867432,2007/08/20 00:00:00+00,2007/08/23 00:00:00+00
62,2007,CA,SBC,00007295,MARIPOSA,CCO,7,11,00007295,1,,187,188.25462341,2007/09/03 00:00:00+00,2007/09/04 00:00:00+00
63,2007,CA,SBC,00008758,SEDGWICK,CCO,7,11,00008758,1,CA-LPF-001783,710,808.82922363,2007/10/21 00:00:00+00,2007/10/23 00:00:00+00
64,2007,CA,LAC,00000003,GRIFFITH PARK,LRA,5,14,00000000,1,"perim = 5ac circle, by NPS, from oblique air photo. Cause unknown",,4.96196938,2007/08/14 00:00:00+00,2007/08/14 00:00:00+00
65,2007,CA,LAC,00000420,AGOURA,CCO,1,9,00000420,1,"NPS by ground GPS. Accuracy 20m. cause = ukn, presumed human",0.8,0.80840141,2007/06/21 00:00:00+00,2007/06/21 00:00:00+00
66,2007,CA,LAC,00000457,KANAN,CCO,1,2,00000457,1,NPS by ground GPS. Accuracy 20m. presumed cause = weed abatement,0.5,0.51394385,2007/07/03 00:00:00+00,2007/07/03 00:00:00+00
67,2007,CA,LAC,00000535,FLORES,CCO,1,10,00000535,1,"NPS by ground GPS. Cause = vehicle fire, accuracy 10m",0.1,0.09350429,2007/08/05 00:00:00+00,2007/08/05 00:00:00+00
68,2007,CA,LAC,00000677,AGOURA 2,CCO,1,7,00000677,1,"NPS by ground GPS. arson suspected, accuracy 20m",2,2.01441216,2007/10/07 00:00:00+00,2007/10/07 00:00:00+00
69,2007,CA,LAC,00000717,VIRGENES,CCO,7,9,00000717,1,"Cause unkn, presumed human, NPS by driveby recon, presumed accuracy 90m",0.1,0.01678047,2007/11/03 00:00:00+00,2007/11/03 00:00:00+00
70,2007,CA,RRU,00000000,RIVER,LRA,7,14,00037425,1,,488,158.04161072,2007/04/28 00:00:00+00,2007/04/28 00:00:00+00
71,2007,CA,RRU,00000000,ROSA,CDF,7,14,00092560,1,,200,409.634552,2007/10/22 00:00:00+00,2007/10/22 00:00:00+00
72,2007,CA,ORC,00000000,LAGUNA CANYON,CCO,8,3,00000000,1, ,,2.8425734,2007/03/08 00:00:00+00,2007/03/08 00:00:00+00
73,2007,CA,ORC,07016557,241 INCIDENT,CCO,7,7,00000000,1, ,,1618.07922363,2007/03/11 00:00:00+00,2007/03/13 00:00:00+00
74,2007,CA,ORC,00000000,,CCO,8,8,00000000,1, ,,14.80335808,2007/01/07 00:00:00+00,2007/01/07 00:00:00+00
75,2007,CA,ORC,00024073,ROSE,CCO,8,11,00000000,1, ,2.5,8.33595562,2007/04/12 00:00:00+00,2007/04/12 00:00:00+00
76,2007,CA,AEU,00000000,BAYNE,CDF,1,7,00011527,1,,126,125.96057129,2007/07/01 00:00:00+00,2007/07/01 00:00:00+00
77,2007,CA,AEU,00000000,PLACERVILLE,CDF,6,14,00010561,1,,1.2,0.98178816,2007/06/18 00:00:00+00,2007/06/18 00:00:00+00
78,2007,CA,MCP,00001111,AMMO,DOD,8,14,00000000,1,,21084,21493.90820313,2007/10/23 00:00:00+00,2007/11/01 00:00:00+00
79,2007,CA,BDU,00000000,RED STAR,CDF,1,14,00000287,1,CAL FIRE Wildland Contract area.,209,208.71444702,2007/01/07 00:00:00+00,2007/01/07 00:00:00+00
80,2007,CA,KNF,00000034,BACK,USF,8,1,00000034,1,Part of the China-Back Complex,28,28.20994186,2007/07/06 00:00:00+00,2007/07/14 00:00:00+00
81,2007,CA,KNF,00000043,CHINA,USF,7,1,00000043,1,Part of the China-Back Complex,2906,2939.36328125,2007/07/10 00:00:00+00,2007/08/18 00:00:00+00
82,2007,CA,KNF,00000033,SKY,USF,6,1,00000033,1, ,22,21.53662109,2007/07/10 00:00:00+00,2007/07/15 00:00:00+00
83,2007,CA,BDF,00000138,BUTLER,USF,5,1,00000138,1,,85,87.50257874,2007/09/01 00:00:00+00,2007/09/05 00:00:00+00
84,2007,CA,KNF,00000068,DOGWOOD,USF,6,1,00000068,1, ,12,12.92591763,2007/08/29 00:00:00+00,2007/09/04 00:00:00+00
85,2007,CA,BDF,00000140,ELLIOT,USF,6,1,00000140,1, ,15,18.19048691,2007/09/01 00:00:00+00,2007/09/03 00:00:00+00
86,2007,CA,BDF,00000095,DEVORE,USF,6,2,00000095,1, ,10,14.00033855,2007/08/04 00:00:00+00,2007/08/04 00:00:00+00
87,2007,CA,BDF,00000093,SAND,USF,6,5,00000093,1, ,100,108.17876434,2007/08/02 00:00:00+00,2007/08/05 00:00:00+00
88,2007,CA,BDF,00000077,BLUECUT,USF,8,2,00000077,1, ,25,24.77841759,2007/07/13 00:00:00+00,2007/07/13 00:00:00+00
89,2007,CA,MDF,00000022,ROCK BSFMU A6,USF,1,1,00000022,1, ,268,267.275177,2007/07/06 00:00:00+00,2007/07/25 00:00:00+00
90,2007,CA,INF,00000015,SAGE,USF,2,1,00000015,1,Part of the Inyo Complex,6460,6462.62011719,2007/07/06 00:00:00+00,2007/07/11 00:00:00+00
91,2007,CA,ORC,00000085,SANTIAGO,CDF,3,9,00000085,1,,28476,28429.98046875,2007/10/21 00:00:00+00,2007/11/08 00:00:00+00
92,2007,CA,INF,00000025,SENTINEL,USF,1,1,00000025,1, ,13,12.16587067,2007/07/05 00:00:00+00,2007/07/14 00:00:00+00
93,2007,CA,INF,00000023,SEVEN,USF,2,1,00000023,1,Part of the Inyo Complex,1633,1643.76879883,2007/07/06 00:00:00+00,2007/07/13 00:00:00+00
94,2007,CA,BDF,00000167,SLIDE,USF,7,9,00000167,1, ,12759,12769.24804688,2007/10/22 00:00:00+00,2007/11/14 00:00:00+00
95,2007,CA,MVU,00000000,RICE,CDF,3,9,00010502,1,,,9471.85351563,2007/10/07 00:00:00+00,2007/11/05 00:00:00+00
96,2007,CA,BBD,00000557,LARSON,BLM,2,1,00000557,1,Hope this works.  If not let me know and will try again.,1080,1075.99938965,2007/06/01 00:00:00+00,2007/06/11 00:00:00+00
97,2007,CA,NOD,00006532,PONDEROSA,BLM,1,11,00006532,1,10 of the 15 acres was on BLM land,15,14.6404047,2007/09/19 00:00:00+00,2007/09/12 00:00:00+00
98,2007,CA,NOD,00004262,TWIN,BLM,1,1,00004262,1, ,30.32,30.30834389,2007/08/31 00:00:00+00,2007/08/31 00:00:00+00
99,2007,CA,BBD,00000622,WALKER,BLM,1,1,00000622,1, ,793.3,794.12402344,1970/01/01 00:00:00+00,2007/04/06 00:00:00+00
100,2007,CA,NOD,00006277,LAKE,BLM,,9,00006277,1, ,,12.5574398,2007/09/03 00:00:00+00,1970/01/01 00:00:00+00
101,2007,CA,BBD,00001504,BROWN,BLM,1,9,00001504,1, ,84.7,1430.31726074,2007/07/20 00:00:00+00,2007/06/23 00:00:00+00
102,2007,CA,BBD,00001379,BODFISH,BLM,2,14,00001379,1, ,213,213.11619568,2007/06/10 00:00:00+00,2007/06/11 00:00:00+00
103,2007,CA,NOD,00004229,DANHAUSER,BLM,8,14,00004229,1,,145,145.13973999,2007/08/30 00:00:00+00,2007/08/31 00:00:00+00
104,2007,CA,BBD,00002767,SAN BENITO,BLM,8,14,00002767,1,,15,16.03662682,2007/08/18 00:00:00+00,2007/08/19 00:00:00+00
105,2007,CA,NOD,00000285,SCHOTT,BLM,8,14,00000285,1,,99,60.5663414,2007/01/24 00:00:00+00,2007/01/24 00:00:00+00
106,2007,CA,BTU,00000000,HONEY,CDF,2,11,00005890,1,,726,726.40356445,2007/05/22 00:00:00+00,2007/05/28 00:00:00+00
107,2007,CA,BTU,00000000,HWY 32,LRA,1,10,00009279,1,,380,247.54698181,2007/08/03 00:00:00+00,2007/08/03 00:00:00+00
108,2007,CA,BTU,00000000,BANGOR,CDF,1,7,00009467,1,,1057,1057.20214844,2007/08/07 00:00:00+00,2007/08/07 00:00:00+00
109,2007,CA,FKU,00002844,PANOCHE,CDF,1,11,002844,1,,300,73.78704834,2007/03/22 00:00:00+00,2007/03/23 00:00:00+00
110,2007,CA,FKU,00008730,TAR,CDF,2,14,00008730,1, ,5670,5671.02832031,2007/08/10 00:00:00+00,2007/08/19 00:00:00+00
111,2007,CA,STF,00000090,BOURLAND,USF,6,1,,2,20090305,28,29.35806847,2007/10/30 00:00:00+00,1970/01/01 00:00:00+00
112,2007,CA,SNF,00000004,MONO,USF,2,1,00000004,1, ,98,98.08346558,2007/04/05 00:00:00+00,2007/05/25 00:00:00+00
113,2007,CA,PNF,00000098,MOONLIGHT,USF,7,2,00000098,1, ,64995,64959.95703125,2007/09/03 00:00:00+00,2007/09/25 00:00:00+00
114,2007,CA,CNF,00000086,MCCOY,USF,1,9,00000086,1,,353,353.13928223,2007/10/21 00:00:00+00,2007/10/24 00:00:00+00
115,2007,CA,LAC,00000129,NORTH,CDF,8,1,00000129,1,,2200,2122.3425293,2007/09/02 00:00:00+00,2007/09/02 00:00:00+00
116,2007,CA,INF,00000022,OAK,USF,2,1,00000022,1,Part of the Inyo Complex,12051,27062.86914063,2007/07/06 00:00:00+00,2007/07/13 00:00:00+00
117,2007,CA,INF,00000052,OHAREL,USF,1,1,00000052,2, CONT_DATE is the Fire Out Date from NIFMID,560,596.91589355,2007/10/29 00:00:00+00,2007/12/18 00:00:00+00
118,2007,CA,CNF,00000073,PINE,USF,7,4,00000073,1, ,2170,2111.76806641,2007/09/12 00:00:00+00,2007/10/02 00:00:00+00
119,2007,CA,SRF,00000017,PIONEER,USF,7,1,00000017,1, ,25,25.06350327,2007/07/11 00:00:00+00,2007/07/13 00:00:00+00
120,2007,CA,MVU,00000087,POOMACHA,CDF,7,9,00010643,1,,49390,49410.96875,2007/10/23 00:00:00+00,2007/12/01 00:00:00+00
121,2007,CA,MDF,00000038,RATTLESNAKE,USF,1,1,00000038,1, ,14,14.43093395,2007/07/10 00:00:00+00,2007/07/15 00:00:00+00
122,2007,CA,SQF,00000066,RICHBAR,USF,6,9,00000066,1, ,13,13.4325943,2007/10/23 00:00:00+00,2007/10/23 00:00:00+00
123,2007,CA,SQF,00000036,RIVER,USF,6,2,00000036,1,,150,149.88673401,2007/08/01 00:00:00+00,2007/08/01 00:00:00+00
124,2007,CA,TNF,00000064,RALSTON,USF,2,9,00001443,1, ,8422,8421.04394531,2006/09/05 00:00:00+00,2007/09/17 00:00:00+00
125,2007,CA,MEU,00005025,PASS,CDF,2,14,00005025,1,,444,444.15713501,2007/07/10 00:00:00+00,2007/07/11 00:00:00+00
126,2007,CA,NEU,00000000,EIGHTY,CDF,1,2,00018249,1,,,78.04229736,2007/08/22 00:00:00+00,2007/08/22 00:00:00+00
127,2007,CA,NEU,00000000,ATHENS,LRA,1,10,00016528,1,,,15.18610859,2007/08/02 00:00:00+00,2007/08/02 00:00:00+00
128,2007,CA,NEU,00000000,WEST BUTTE,LRA,1,14,00016014,1,"LRA adj to Sutter Buttes, CDF aircraft used",,83.31375122,2007/07/27 00:00:00+00,2007/07/27 00:00:00+00
129,2007,CA,NEU,00000000,PEACE VALLEY,LRA,1,1,00020787,1,"LRA in Sutter Buttes, Burned State Park lands",,282.39373779,2007/09/21 00:00:00+00,2007/09/22 00:00:00+00
130,2007,CA,NEU,00000000,CROSBY,CDF,1,1,00010759,1,,,20.30935669,2007/05/28 00:00:00+00,2007/05/28 00:00:00+00
131,2007,CA,NEU,00000000,FIDDYMENT,LRA,1,8,00011118,1,,,62.63405991,2007/06/01 00:00:00+00,2007/06/01 00:00:00+00
132,2007,CA,NEU,00000000,WILSON,CDF,1,5,00007290,1,,,13.75327206,2007/04/09 00:00:00+00,2007/04/09 00:00:00+00
133,2007,CA,NEU,00000000,SMARTVILLE,CDF,1,1,00013538,1,,,197.49064636,2007/06/29 00:00:00+00,2007/06/29 00:00:00+00
134,2007,CA,NEU,00000000,SIXTY-FIVE,CDF,1,14,00015674,1,,,29.60796356,2007/07/23 00:00:00+00,2007/07/23 00:00:00+00
135,2007,CA,NEU,00000000,SIXTY-FIVE 2,CDF,1,14,00020203,1,,,30.92793846,2007/09/14 00:00:00+00,2007/09/14 00:00:00+00
136,2007,CA,RRU,00000000,COLINA,CDF,7,14,00079386,1,,388,374.44659424,2007/09/10 00:00:00+00,2007/09/10 00:00:00+00
137,2007,CA,RRU,00000000,LAGUNA,CDF,7,14,00080051,1,,12,12.43934727,2007/09/12 00:00:00+00,2007/09/12 00:00:00+00
138,2007,CA,RRU,00000000,POLK,LRA,7,14,00041579,1,,56,84.79376221,2007/05/10 00:00:00+00,2007/05/10 00:00:00+00
139,2007,CA,RRU,00000000,MOCKINGBIRD,CDF,7,14,00001600,1,,671,737.27154541,2007/10/05 00:00:00+00,2007/10/05 00:00:00+00
140,2007,CA,NEU,00000000,PETERSON,CDF,1,7,00014260,1,,,14.47645473,2007/07/06 00:00:00+00,2007/07/06 00:00:00+00
141,2007,CA,NEU,00000000,JASPER,CDF,1,2,00021576,1,,,85.65826416,2007/10/02 00:00:00+00,2007/10/02 00:00:00+00
142,2007,CA,NEU,00000000,MOONEY,CDF,1,14,00018335,1,,,49.3754425,2007/08/23 00:00:00+00,2007/08/23 00:00:00+00
143,2007,CA,NEU,00000000,NADER,CDF,1,14,00016198,1,,,16.27154732,2007/07/29 00:00:00+00,2007/07/29 00:00:00+00
144,2007,CA,LNF,00000037,COLBY,USF,1,7,00000037,1, ,168,253.65028381,2007/08/10 00:00:00+00,2007/08/19 00:00:00+00
145,2007,CA,MDF,00000061,COYOTE,USF,1,1,00000061,1, ,20,18.42541122,2007/08/30 00:00:00+00,2007/08/31 00:00:00+00
146,2007,CA,SNF,00000037,DEVIL,USF,7,4,00000037,1, ,12,12.1689415,2007/08/09 00:00:00+00,2007/08/10 00:00:00+00
147,2007,CA,MDF,00000051,DOME,USF,1,1,00000051,1, ,65,65.50415039,2007/07/10 00:00:00+00,2007/07/15 00:00:00+00
148,2007,CA,KNF,00000045,ELK,USF,7,1,00000045,1,Part of the Elk Complex,1144,1144.69445801,2007/07/10 00:00:00+00,2007/08/04 00:00:00+00
149,2007,CA,MDF,00000055,FLETCHER,USF,1,1,00000055,1, ,8121,8081.95654297,2007/07/10 00:00:00+00,2007/08/04 00:00:00+00
150,2007,CA,SQF,00000011,GOLDLEDGE,USF,2,9,00000011,1, ,4200,4196.01708984,2007/06/03 00:00:00+00,2007/06/16 00:00:00+00
151,2007,CA,TNF,00000064,GRANITE,USF,6,1,00000064,1, ,10,10.10742092,2007/07/10 00:00:00+00,2007/07/21 00:00:00+00
152,2007,CA,SQF,00000042,GROUSE,USF,6,1,00000042,1, ,1022,1004.11419678,2007/08/27 00:00:00+00,2007/12/18 00:00:00+00
153,2007,CA,TMU,00000013,ANGORA,USF,7,4,00000013,1, ,3100,3069.80493164,2007/06/23 00:00:00+00,2007/07/02 00:00:00+00
154,2007,CA,BDF,00000165,GRASS VALLEY,USF,7,9,00000165,1,,1247,1242.37072754,2007/10/22 00:00:00+00,2007/12/31 00:00:00+00
155,2007,CA,MDF,00000052,HARVEY,USF,1,1,00000052,1, ,15,15.22974014,2007/07/12 00:00:00+00,2007/07/15 00:00:00+00
156,2007,CA,CNF,00000025,HAUSER,USF,1,4,00000025,1, ,17,17.11760902,2007/06/05 00:00:00+00,2007/06/05 00:00:00+00
157,2007,CA,MDF,00000005,HOWARDS GULCH,USF,1,6,00000005,1, ,23,21.9977417,2007/04/16 00:00:00+00,2007/04/17 00:00:00+00
158,2007,CA,KNF,00000058,HUMMINGBIRD,USF,7,1,00000058,1,"Part of the Elk Complex, Total Cost 18,600,000",80,80.30073547,2007/07/10 00:00:00+00,2007/12/06 00:00:00+00
159,2007,CA,SQF,00000004,JAMES,USF,1,9,00000004,1, ,1350,1348.93237305,2007/04/29 00:00:00+00,2007/08/02 00:00:00+00
160,2007,CA,SRF,00000019,JEDIDIAH,USF,7,1,00000019,1, ,85,85.58557129,2007/07/11 00:00:00+00,2007/07/14 00:00:00+00
161,2007,CA,SHF,00000088,LAZY,USF,2,1,00000088,1, ,599,597.47918701,2007/08/29 00:00:00+00,2007/09/09 00:00:00+00
162,2007,CA,TNF,00000098,MARBLE,USF,1,5,00000098,1, ,27,26.60559654,2007/10/18 00:00:00+00,2007/10/20 00:00:00+00
163,2007,CA,BDU,00000000,LOS FLORES,CDF,2,1,00003475,1,Fire started in Hesperia City. 200 ac of SRA,1600,4099.96582031,2007/03/31 00:00:00+00,1970/01/01 00:00:00+00
164,2007,CA,BDU,00000000,MERIDIAN,CDF,1,1,00007330,1,,447,445.72775269,2007/07/05 00:00:00+00,2007/07/06 00:00:00+00
165,2007,CA,BDU,00000000,MARTIN RANCH,CDF,2,11,00011653,1,Fire started in San Bernardino City. 75 ac in SRA,123,602.23236084,2007/10/23 00:00:00+00,2007/10/24 00:00:00+00
166,2007,CA,BDU,00000000,GLEN HELEN  2,CDF,6,2,00011579,1,,150,163.57954407,2007/10/21 00:00:00+00,2007/10/22 00:00:00+00
167,2007,CA,BDU,00000000,DEVORE 2,CDF,6,14,00011583,1,,187,86.78253174,2007/10/21 00:00:00+00,2007/10/22 00:00:00+00
168,2007,CA,BEU,00000000,QUIEN,CDF,2,1,00003537,1,,422,422.32995605,2007/08/30 00:00:00+00,2007/09/02 00:00:00+00
169,2007,CA,BEU,00000000,BRYSON,CDF,1,2,00001545,1,,28,24.73461914,2007/05/12 00:00:00+00,2007/05/12 00:00:00+00
170,2007,CA,BEU,00000000,SOLEDAD,CDF,1,5,00001023,1,,36,37.53804779,2007/03/29 00:00:00+00,2007/03/29 00:00:00+00
171,2007,CA,BEU,00000000,COLORADO,CDF,7,15,00004103,1,Firefighter Fatality,25,24.84289742,2007/10/08 00:00:00+00,2007/10/08 00:00:00+00
172,2007,CA,BEU,00000000,AVENIDA,CDF,6,2,002277,1,,44,33.98232269,2007/06/26 00:00:00+00,2007/06/26 00:00:00+00
