OBJECTID,YEAR_,STATE,UNIT_ID,FIRE_NUM,FIRE_NAME,AGENCY,C_METHOD,CAUSE,INC_NUM,OBJECTIVE,COMMENTS,REPORT_AC,GIS_ACRES,ALARM_DATE,CONT_DATE
1018,1955,CA,MVU,00000232,FALLBROOK DUMP,CDF,,14,00000000,1,,,1766.23791504,1955/09/14 00:00:00+00,1970/01/01 00:00:00+00
1019,1955,CA,MVU,00000212,GOAT MTN.,CDF,,14,00000000,1,,,651.66815186,1955/09/02 00:00:00+00,1970/01/01 00:00:00+00
1020,1955,CA,MVU,00000204,HAIR PIN #2,CDF,,14,00000000,1,,,140.27500916,1955/08/31 00:00:00+00,1970/01/01 00:00:00+00
1021,1955,CA,MVU,00000215,HARBISON CANYON #2,CDF,,14,00000000,1,,,1015.81921387,1955/09/03 00:00:00+00,1970/01/01 00:00:00+00
1022,1955,CA,MVU,00000208,OAKVALE LODGE,CDF,,14,00000000,1,,,8197.54296875,1955/09/01 00:00:00+00,1970/01/01 00:00:00+00
1023,1960,CA,SCU,00000003,WOLFSEN'S,CDF,,14,00000000,1,,,655.50299072,1960/06/12 00:00:00+00,1970/01/01 00:00:00+00
1024,1960,CA,BEU,00000074,WEFERLING,CDF,,14,00000000,1,,,975.41802979,1960/07/17 00:00:00+00,1970/01/01 00:00:00+00
1025,1960,CA,BEU,00000079,WEFERLING,CDF,,14,00000000,1,,,51451.328125,1960/07/17 00:00:00+00,1970/01/01 00:00:00+00
1026,1960,CA,MVU,00000178,OUTSIDE ORIGIN #29,CDF,,14,00000000,1,,,745.84490967,1960/07/23 00:00:00+00,1970/01/01 00:00:00+00
1027,1960,CA,RRU,00000158,CACTUS,CDF,,14,00000000,1,,,482.36828613,1960/06/29 00:00:00+00,1970/01/01 00:00:00+00
1028,1960,CA,RRU,00000297,GAVILAN PEAK,CDF,,14,00000000,1,,,1904.47595215,1960/09/11 00:00:00+00,1970/01/01 00:00:00+00
1029,1919,CA,MDF,00000016,CROWDER FL.,USF,,1,00000000,1,,,15.00483704,1919/07/12 00:00:00+00,1970/01/01 00:00:00+00
1030,1919,CA,MDF,00000023,HOUSEHOLDER,USF,,9,00000000,1,,,20.57683754,1919/07/29 00:00:00+00,1970/01/01 00:00:00+00
1031,1919,CA,MDF,00000002,HACKAMORE,USF,,1,00000000,1,,,32.95137787,1919/05/21 00:00:00+00,1970/01/01 00:00:00+00
1032,1919,CA,SRF,00000094,21 MILE POST,USF,,5,00000000,1,,,29.87082863,1919/05/06 00:00:00+00,1970/01/01 00:00:00+00
1033,1919,CA,SRF,00000095,MONKEY CREEK,USF,,5,00000000,1,,,44.80760193,1919/06/29 00:00:00+00,1970/01/01 00:00:00+00
1034,1919,CA,SRF,00000096,SHELLY CREEK,USF,,5,00000000,1,,,11.94859123,1919/07/28 00:00:00+00,1970/01/01 00:00:00+00
1035,1919,CA,SRF,00200111,PEARCH CREEK,USF,,9,00000000,1,,,6.97071695,1919/08/14 00:00:00+00,1970/01/01 00:00:00+00
1036,1919,CA,SRF,00200112,OAK FLAT,USF,,8,00000000,1,,,6.97013903,1919/07/13 00:00:00+00,1970/01/01 00:00:00+00
1037,1919,CA,SRF,00400711, ,USF,,5,00000000,1,,,24.8947773,1919/08/26 00:00:00+00,1970/01/01 00:00:00+00
1038,1919,CA,SRF,00400784, ,USF,,14,00000000,1,,,6.97045374,1919/08/26 00:00:00+00,1970/01/01 00:00:00+00
1039,1920,CA,ENF,000005G1,BRYANTS MILL,USF,,9,00000000,1,,,1664.61499023,1920/05/27 00:00:00+00,1970/01/01 00:00:00+00
1040,1920,CA,ENF,000009G3, ,USF,,9,00000000,1,,,28.37014198,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1041,1920,CA,ENF,000024G1,GRANLEES,USF,,14,00000000,1,,,9.19903564,1920/07/31 00:00:00+00,1970/01/01 00:00:00+00
1042,1920,CA,ENF,000019G1, ,USF,,14,00000000,1,,,76.99230957,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1043,1920,CA,PNF,00000010, ,USF,,14,00000000,1,,,230.28404236,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1044,1920,CA,PNF,00000012, ,USF,,14,00000000,1,,,146.67878723,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1045,1928,CA,LAC,00000000,BREA SHELL NO. 24,CCO,,14,00000000,1,,,167.36044312,1928/06/03 00:00:00+00,1970/01/01 00:00:00+00
1046,1928,CA,LAC,00000000,SHELL OIL NO. 11,CCO,,14,00000000,1,,,90.88345337,1928/05/05 00:00:00+00,1970/01/01 00:00:00+00
1047,1928,CA,LAC,00000000,BRADBURY NO. 62,CCO,,14,00000000,1,,,226.78729248,1928/06/15 00:00:00+00,1970/01/01 00:00:00+00
1048,1928,CA,LAC,00000000,DIAMOND NO. 101,CCO,,14,00000000,1,,,261.00686646,1928/09/23 00:00:00+00,1970/01/01 00:00:00+00
1049,1928,CA,LAC,00000000,QUINN 22,CCO,,14,00000000,1,,,103.97525787,1928/06/02 00:00:00+00,1970/01/01 00:00:00+00
1050,1928,CA,LAC,00000000,MARLBOROUGH,CCO,,14,00000000,1,,,72.46089935,1928/07/15 00:00:00+00,1970/01/01 00:00:00+00
1051,1928,CA,LAC,00000000,EDISON-VERDUGO,CCO,,14,00000000,1,,,343.16390991,1928/02/09 00:00:00+00,1970/01/01 00:00:00+00
1052,1928,CA,LAC,00000000,WIKIUP,CCO,,14,00000000,1,,,356.14620972,1928/07/15 00:00:00+00,1970/01/01 00:00:00+00
1053,1928,CA,LAC,00000000, ,CCO,,14,00000000,1,,,380.79754639,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1054,1928,CA,LAC,00000000, ,CCO,,14,00000000,1,,,107.07244873,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1055,1928,CA,LAC,00000000,RIDGE FIRE #98,CCO,,14,00000000,1,,,43472.3828125,1928/09/21 00:00:00+00,1970/01/01 00:00:00+00
1056,1928,CA,LPF,00000997, ,USF,,14,00000000,1,,,200.72938538,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1057,1928,CA,LPF,00000030, ,USF,,9,00000000,1,,,1534.47253418,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1058,1928,CA,LPF,00000033, ,USF,,9,00000000,1,,,4780.87255859,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1059,1928,CA,LPF,00000998, ,USF,,14,00000000,1,,,1665.40258789,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1060,1928,CA,LPF,00000201, ,USF,,14,00000000,1,,,72.09181976,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1061,1928,CA,LPF,00000004, ,USF,,9,00000000,1,,,18127.76171875,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1062,1928,CA,LPF,00000032, ,USF,,9,00000000,1,,,804.55725098,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1063,1928,CA,LPF,00000006, ,USF,,9,00000000,1,,,307.41152954,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1064,1928,CA,LPF,00000013, ,USF,,9,00000000,1,,,1583.1505127,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1065,1928,CA,LPF,00000025, ,USF,,9,00000000,1,,,248.39962769,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1066,2005,CA,SCU,00000171,TESLA,CDF,2,7,00002920,1,,6440,6440.35595703,2005/07/19 00:00:00+00,2005/07/20 00:00:00+00
1067,2005,CA,SCU,10000094,KOOPMAN,CDF,1,7,00003058,1,,395,395.2461853,2005/07/26 00:00:00+00,2005/07/26 00:00:00+00
1068,2005,CA,SCU,00010331,CON ASSIST 11_DOLAN,LRA,1,7,00002671,1,,78,77.58132935,2005/07/05 00:00:00+00,2005/07/05 00:00:00+00
1069,2005,CA,SCU,00010333,CON ASST 13_DIAMOND,LRA,1,7,00002685,1,,163,162.6663208,2005/07/06 00:00:00+00,2005/07/06 00:00:00+00
1070,2005,CA,SCU,00000274,MEAT_TRUCK,CDF,1,10,00003663,1,,249,248.81378174,2005/08/27 00:00:00+00,2005/08/27 00:00:00+00
1071,2005,CA,SCU,00000172,BRUNS,CDF,1,14,00002922,1,,445,445.19604492,2005/07/19 00:00:00+00,2005/07/19 00:00:00+00
1072,2005,CA,SCU,00000115,BRAGDON,CDF,1,14,00002567,1,,311,311.36251831,2005/07/01 00:00:00+00,2005/07/03 00:00:00+00
1073,2005,CA,SCU,00000083,BNSF,CDF,1,6,00002272,1,,110,109.911026,2005/06/13 00:00:00+00,2005/06/14 00:00:00+00
1074,2005,CA,SCU,00000066,AIRPORT_VASCO,CDF,1,10,00002142,1,,347,347.85540771,2005/06/04 00:00:00+00,2005/06/05 00:00:00+00
1075,2005,CA,SCU,00000107,BYRON,CDF,1,14,00002509,1,,202,202.82872009,2005/06/29 00:00:00+00,2005/06/29 00:00:00+00
1076,2005,CA,LNU,00000440,CLOVER,CDF,2,14,00006400,1,,751,771.6003418,2005/09/16 00:00:00+00,2005/09/19 00:00:00+00
1077,2005,CA,LNU,00000351,SPRUCE,CDF,2,2,00005589,1,,144,153.71992493,2005/08/21 00:00:00+00,2005/08/21 00:00:00+00
1078,2005,CA,LNU,00000441,PLEASURE,CDF,6,4,00006408,1,,180,261.47787476,2005/09/16 00:00:00+00,2005/09/17 00:00:00+00
1079,2005,CA,LNU,00000496,GORDON,CDF,6,9,00006932,1,,130,193.76800537,2005/10/02 00:00:00+00,2005/10/02 00:00:00+00
1080,2005,CA,LNU,00000428,HIGHWAY 128,CDF,2,14,00006302,1,,214,227.19978333,2005/09/13 00:00:00+00,2005/09/13 00:00:00+00
1081,2005,CA,LNU,00000205,MARKLEY,CDF,6,4,00004149,1,,100,52.54494858,2005/07/06 00:00:00+00,2005/07/06 00:00:00+00
1082,2005,CA,LNU,00000188,RUMSEY,CDF,6,9,00004028,1,,51,61.74451065,2005/07/03 00:00:00+00,2005/07/03 00:00:00+00
1083,2005,CA,MEU,00000183,MINA,CDF,1,14,00006267,1,,12,12.04709435,2005/08/26 00:00:00+00,2005/08/27 00:00:00+00
1084,2005,CA,MEU,00000230,HIGHWAY,CDF,8,10,00006851,1,,225,225.80116272,2005/09/15 00:00:00+00,2005/09/17 00:00:00+00
1085,2005,CA,MEU,00000193,FISHER,CDF,2,14,00006350,1,,109,98.78826904,2005/08/28 00:00:00+00,2005/08/30 00:00:00+00
1086,2005,CA,BEU,00000105,BRADLEY FIRE,CDF,1,11,00001575,1,,29,24.20928001,2005/05/20 00:00:00+00,2005/05/20 00:00:00+00
1087,2005,CA,BEU,00000309,JOHNSON FIRE,CDF,2,2,00003316,1,,1393,1383.12231445,2005/09/04 00:00:00+00,2005/09/04 00:00:00+00
1088,2005,CA,BEU,00000234,LEWIS CREEK FIRE,CDF,6,11,00002687,1,,160,182.40917969,2005/07/24 00:00:00+00,2005/07/24 00:00:00+00
1089,2005,CA,BEU,00000118,CATTLEMAN FIRE,CDF,1,9,00001680,1,,22,19.87103081,2005/05/27 00:00:00+00,2005/05/27 00:00:00+00
1090,2005,CA,BEU,00000258,MUSTANG FIRE,CDF,1,5,00002936,1,,30,29.15005112,2005/08/09 00:00:00+00,2005/08/09 00:00:00+00
1091,2005,CA,BEU,00000120,PARKFIELD FIRE,CDF,1,5,00001714,1,,12,14.87495232,2005/05/29 00:00:00+00,2005/05/29 00:00:00+00
1092,2005,CA,BEU,00000330,VALLEY FIRE,CDF,1,7,00003463,1,,26,26.09549713,2005/09/14 00:00:00+00,2005/09/14 00:00:00+00
1093,2005,CA,BEU,00000420,156 FIRE,CDF,1,11,00004407,1,,15,15.62453365,2005/11/19 00:00:00+00,2005/11/19 00:00:00+00
1094,2005,CA,BEU,00000151,LOWES CYN FIRE,CDF,1,11,00001962,1,,40,54.63294601,2005/06/16 00:00:00+00,2005/06/16 00:00:00+00
1095,2005,CA,TUU,00000139,RED,CDF,8,14,00008868,1,,870,764.76422119,2005/07/27 00:00:00+00,2005/07/28 00:00:00+00
1096,2005,CA,TUU,00000103,MILLWOOD,CDF,8,14,00007505,1,,2600,2901.61962891,2005/07/07 00:00:00+00,2005/07/07 00:00:00+00
1097,2005,CA,KRN,05013311,HWY 65,CCO,7,14,05013311,1,,450.44,450.45059204,2005/05/24 00:00:00+00,2005/05/24 00:00:00+00
1098,2005,CA,KRN,05013633,SHERWOOD,CCO,7,14,05013633,1,,230.12,230.13059998,2005/05/27 00:00:00+00,2005/05/27 00:00:00+00
1099,2005,CA,BEU,00000152,OLI FIELDS FIRE,CDF,1,2,00001963,1,,20,16.37958336,2005/06/16 00:00:00+00,2005/06/16 00:00:00+00
1100,2005,CA,BEU,00000263,RANCHO SAN CARLOS FIRE,CDF,1,2,00002971,1,,67,66.83494568,2005/08/11 00:00:00+00,2005/08/11 00:00:00+00
1101,2005,CA,BEU,00000267,CREEKSIDE FIRE,CDF,6,8,00002993,1,,20,23.28834724,2005/08/12 00:00:00+00,2005/08/12 00:00:00+00
1102,2005,CA,KRN,05014322,LEHIGH,CCO,7,14,05014322,1,,764.67,764.67364502,2005/06/02 00:00:00+00,2005/06/02 00:00:00+00
1103,2005,CA,KRN,05014486,SODA,CCO,7,2,05014486,1,,449.5,449.4977417,2005/06/04 00:00:00+00,2005/06/04 00:00:00+00
1104,2005,CA,KRN,05017703,CARO,CCO,7,3,05017703,1,,639.03,639.05053711,2005/07/03 00:00:00+00,2005/07/03 00:00:00+00
1105,2005,CA,KRN,05018737,HIGH,CCO,7,7,05018737,1,,941.82,941.82312012,2005/07/09 00:00:00+00,2005/07/10 00:00:00+00
1106,2005,CA,KRN,05019633,ELK,CCO,7,9,05019633,1,,358.68,358.684021,2005/07/17 00:00:00+00,2005/07/17 00:00:00+00
1107,2005,CA,KRN,05020692,BLUE,CCO,7,14,05020692,1,,774.84,774.86407471,2005/07/26 00:00:00+00,2005/07/26 00:00:00+00
1108,2005,CA,KRN,05018658,SPRING,CCO,7,10,05018658,1,,828.38,828.37780762,2005/07/08 00:00:00+00,2005/07/10 00:00:00+00
1109,2005,CA,KRN,05019434,STATION,CCO,7,10,05019434,1,,208.29,208.30032349,2005/07/15 00:00:00+00,2005/07/15 00:00:00+00
1110,2005,CA,KRN,05022629,AQUEDUCT,CCO,7,9,05022629,1,,410.6,410.60772705,2005/08/13 00:00:00+00,2005/08/13 00:00:00+00
1111,2005,CA,KRN,05026521,PINE,CCO,7,1,05026521,1,,1814.43,1814.47692871,2005/09/21 00:00:00+00,2005/09/21 00:00:00+00
1112,2005,CA,KRN,05033346,RIDGE,CCO,7,7,05033346,1,,659.09,659.10559082,2005/11/27 00:00:00+00,2005/11/28 00:00:00+00
1113,2005,CA,KRN,05027065,CRANE,CCO,7,11,05027065,1,,412.8,412.80194092,2005/09/25 00:00:00+00,2005/09/26 00:00:00+00
1114,2005,CA,VNC,00000000,SCHOOL INCIDENT,CCO,2,11,05101786,1,,3900,3892.23388672,2005/11/18 00:00:00+00,2005/11/21 00:00:00+00
1115,2005,CA,VNC,00000004,FREEWAY,LRA,1,10,00000004,1,,15,14.85869694,2005/06/29 00:00:00+00,2005/06/29 00:00:00+00
1116,2005,CA,LPF,00000009,CHIMINEAS,USF,1,9,00000000,1,,90,100.31704712,2005/07/01 00:00:00+00,2005/07/03 00:00:00+00
1117,2005,CA,INF,00000025,PORTAL,USF,2,1,00000000,1,,62.58,62.61414337,2005/07/21 00:00:00+00,2005/07/23 00:00:00+00
1118,2005,CA,INF,00000041,ROCK,USF,1,9,00000000,1,,11.67,11.67198277,2005/08/05 00:00:00+00,2005/08/05 00:00:00+00
1119,2005,CA,INF,00000031,HOGBACK,USF,2,1,00000000,1,,743,655.02911377,2005/07/22 00:00:00+00,2005/08/05 00:00:00+00
1120,2005,CA,INF,00000029,PINYON,USF,2,1,00000000,1,,150,154.7571106,2005/07/22 00:00:00+00,2005/08/24 00:00:00+00
1121,2005,CA,BDF,00000122,BLAISDELL,USF,7,4,00000000,1,,5493,5491.78759766,2005/08/31 00:00:00+00,2005/08/31 00:00:00+00
1122,2005,CA,SRF,00000041,GEARY,USF,1,7,00000000,1,,175,175.41183472,2005/09/04 00:00:00+00,2005/09/08 00:00:00+00
1123,2005,CA,BDF,00000167,THURMAN,USF,7,10,00000000,1,,935,938.66156006,2005/10/05 00:00:00+00,2005/10/06 00:00:00+00
1124,2005,CA,CNF,00000095,SKYE,USF,1,19,00000000,1,,230,230.20059204,2005/10/06 00:00:00+00,2005/10/10 00:00:00+00
1125,2005,CA,CNF,00000056,RIDGE,USF,6,1,00000000,1,,16,17.04495049,2005/07/31 00:00:00+00,2005/07/31 00:00:00+00
1126,2005,CA,MNF,00000007,DEER,USF,2,2,00000000,1,,1700,1719.76660156,2005/08/09 00:00:00+00,2005/08/18 00:00:00+00
1127,2005,CA,SQF,00000035,WISHON,USF,1,9,00000000,1,,22,39.15746307,2005/07/27 00:00:00+00,2005/07/27 00:00:00+00
1128,1918,CA,LNF,00000057, ,USF,,9,00000000,1,,,517.35491943,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1129,1918,CA,LNF,00000034, ,USF,,9,00000000,1,,,2034.7265625,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1130,1918,CA,LNF,00000059, ,USF,,9,00000000,1,,,299.12283325,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1131,1918,CA,LNF,00000058, ,USF,,9,00000000,1,,,653.02270508,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1132,1918,CA,LNF,00000011, ,USF,,1,00000000,1,,,710.3727417,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1133,1918,CA,LNF,00000031, ,USF,,9,00000000,1,,,1312.20410156,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1134,1918,CA,SQF,00000078, ,USF,,9,00000000,1,,,22.95668602,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1135,1918,CA,SQF,00000025, ,USF,,1,00000000,1,,,553.42205811,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1136,1918,CA,SQF,00000079, ,USF,,9,00000000,1,,,748.10601807,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1137,1918,CA,SQF,00000007, ,USF,,9,00000000,1,,,656.05200195,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1138,1918,CA,CNF,00000142, ,USF,,9,00000000,1,,,85.80367279,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1139,1918,CA,CNF,00000134, ,USF,,14,00000000,1,,,75.47603607,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1140,1918,CA,MDF,00000037, ,USF,,1,00000000,1,,,35.85562515,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1141,1918,CA,MDF,00000015, ,USF,,1,00000000,1,,,74.87339783,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1142,1918,CA,MDF,00000032, ,USF,,9,00000000,1,,,812.12915039,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1143,1918,CA,MDF,00000045, ,USF,,9,00000000,1,,,417.43252563,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1144,1918,CA,MDF,00000029, ,USF,,9,00000000,1,,,651.01452637,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1145,1918,CA,MDF,00000011,BADGER SP.,USF,,1,00000000,1,,,227.4462738,1918/06/13 00:00:00+00,1970/01/01 00:00:00+00
1146,1918,CA,MDF,00000046,MUD SPRING,USF,,1,00000000,1,,,22.90639114,1918/09/02 00:00:00+00,1970/01/01 00:00:00+00
1147,1918,CA,MDF,00000001,MILL CREEK,USF,,1,00000000,1,,,261.25039673,1918/06/16 00:00:00+00,1970/01/01 00:00:00+00
1148,1936,CA,SRF,00300124,GROUSE MOUNTAIN,USF,,5,00000000,1,,,56.87779236,1936/11/13 00:00:00+00,1970/01/01 00:00:00+00
1149,1936,CA,SRF,00300120,WILSON,USF,,5,00000000,1,,,189.30575562,1936/10/26 00:00:00+00,1970/01/01 00:00:00+00
1150,1936,CA,SRF,00400578,ROCK,USF,,5,00000000,1,,,47.65180206,1936/11/27 00:00:00+00,1970/01/01 00:00:00+00
1151,1936,CA,SRF,00400575,LAMPLEY,USF,,5,00000000,1,,,1626.06054688,1936/11/26 00:00:00+00,1970/01/01 00:00:00+00
1152,1940,CA,PNF,00000001, ,USF,,14,00000000,1,,,406.77130127,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1153,1940,CA,PNF,00000002, ,USF,,14,00000000,1,,,328.25299072,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1154,1944,CA,KNF,00000001,HAYPRESS,USF,,4,00000000,1,,,55.0590744,1944/03/09 00:00:00+00,1970/01/01 00:00:00+00
1155,1944,CA,KNF,00000108,RIVERVIEW,USF,,3,00000000,1,,,76.74208069,1944/08/25 00:00:00+00,1970/01/01 00:00:00+00
1156,1944,CA,KNF,00000112,PEACH ORCHARD,USF,,5,00000000,1,,,125.01647949,1944/09/20 00:00:00+00,1970/01/01 00:00:00+00
1157,1944,CA,TGU,00000060,WELLS CREEK,CDF,,14,00000000,1,,,1316.62634277,1944/06/26 00:00:00+00,1970/01/01 00:00:00+00
1158,1944,CA,MNF,00000032,BOARDMAN,USF,,2,00000000,1,,,19510.31835938,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1159,1944,CA,MNF,00000030,THOMAS CREEK,USF,,2,00000000,1,,,722.87390137,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1160,1944,CA,MNF,00000027,JORDAN FLAT,USF,,2,00000000,1,,,11796.68066406,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1161,1944,CA,MNF,00000033,BEVINS FLAT,USF,,2,00000000,1,,,3144.19018555,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1162,1917,CA,SRF,00200108,PACKSADDLE,USF,,14,00000000,1,,,337.16326904,1917/08/27 00:00:00+00,1970/01/01 00:00:00+00
1163,1917,CA,SRF,00400723, ,USF,,1,00000000,1,,,213.80566406,1917/08/01 00:00:00+00,1970/01/01 00:00:00+00
1164,1917,CA,SRF,00400722, ,USF,,1,00000000,1,,,636.64862061,1917/08/01 00:00:00+00,1970/01/01 00:00:00+00
1165,1917,CA,SRF,00400724, ,USF,,5,00000000,1,,,133.61914063,1917/08/18 00:00:00+00,1970/01/01 00:00:00+00
1166,1917,CA,KNF,00000112, ,USF,,14,00000000,1,,,7351.13574219,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1167,1917,CA,KNF,00000117, ,USF,,14,00000000,1,,,2715.75244141,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1168,1917,CA,KNF,00000118, ,USF,,14,00000000,1,,,1051.58630371,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1169,1917,CA,KNF,00000132, ,USF,,14,00000000,1,,,119.59281921,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1170,1917,CA,KNF,00000000, ,USF,,14,00000000,1,,,3869.47973633,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1171,1917,CA,KNF,00000000, ,USF,,14,00000000,1,,,830.28485107,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1172,1917,CA,KNF,00000000, ,USF,,14,00000000,1,,,6939.62304688,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1173,1917,CA,KNF,00000171, ,USF,,14,00000000,1,,,12739.41894531,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1174,1917,CA,KNF,00000180, ,USF,,14,00000000,1,,,287.35412598,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1175,1917,CA,KNF,00000185, ,USF,,14,00000000,1,,,271.62896729,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1176,1917,CA,KNF,00000000, ,USF,,14,00000000,1,,,10254.29199219,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1177,1917,CA,KNF,00000180, ,USF,,14,00000000,1,,,134.66110229,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1178,1917,CA,KNF,00000232, ,USF,,14,00000000,1,,,4162.13574219,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1179,1925,CA,SNF,00000001, ,USF,,14,00000000,1,,,518.91412354,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1180,1925,CA,SNF,00000002, ,USF,,14,00000000,1,,,2305.53564453,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1181,1925,CA,SNF,00000003, ,USF,,1,00000000,1,,,271.43762207,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1182,1925,CA,SNF,00000004, ,USF,,1,00000000,1,,,415.68911743,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1183,1925,CA,SNF,00000005, ,USF,,14,00000000,1,,,4972.55126953,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1184,1925,CA,SNF,00000006, ,USF,,1,00000000,1,,,40.34334564,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1185,1925,CA,SNF,00000007, ,USF,,1,00000000,1,,,72.44562531,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1186,1925,CA,KNF,00000312, ,USF,,14,00000000,1,,,179.78291321,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1187,1925,CA,KNF,00000464, ,USF,,14,00000000,1,,,162.55970764,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1188,1925,CA,LNF,00000045, ,USF,,9,00000000,1,,,310.31942749,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1189,1925,CA,LNF,00000030, ,USF,,1,00000000,1,,,124.93029022,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1190,1925,CA,SQF,00000099, ,USF,,1,00000000,1,,,46.90922165,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1191,1925,CA,SQF,00000016, ,USF,,1,00000000,1,,,23.05642509,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1192,1926,CA,LNF,00000067, ,USF,,9,00000000,1,,,12536.40136719,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1193,1926,CA,LNF,00000046, ,USF,,9,00000000,1,,,2558.93554688,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1194,1926,CA,LNF,00000081, ,USF,,14,00000000,1,,,824.1675415,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1195,1926,CA,MNF,00000014,BOSWELL RIDGE,USF,,14,00000000,1,,,2317.47290039,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1196,1926,CA,SQF,00000128, ,USF,,1,00000000,1,,,8.51330757,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1197,1926,CA,CNF,00000052, ,USF,,9,00000000,1,,,1006.25970459,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1198,1926,CA,BDF,00000000, ,USF,,14,00000000,1,,,151.62312317,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1199,1926,CA,RRU,00000000, ,CDF,,14,00000000,1,,,603.11340332,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1200,1926,CA,BDF,00000000, ,USF,,14,00000000,1,,,158.77090454,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1201,1926,CA,BDF,00000000, ,USF,,14,00000000,1,,,28.9351902,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
1202,1926,CA,ENF,000070G2,CEMENT HILL,USF,,14,00000000,1,,,327.77716064,1926/11/04 00:00:00+00,1970/01/01 00:00:00+00
1203,1926,CA,ENF,000042G1, ,USF,,9,00000000,1,,,14.95081234,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00
